,Geographic Area,City,poverty_rate
2459,CA,Golden Hills CDP,10.5
2460,CA,Gold Mountain CDP,0.0
2461,CA,Gold River CDP,4.5
2462,CA,Goleta city,8.6
2463,CA,Gonzales city,23.0
2464,CA,Good Hope CDP,38.1
2465,CA,Goodyears Bar CDP,44.0
2466,CA,Goshen CDP,29.6
2467,CA,Graeagle CDP,2.2
2468,CA,Grand Terrace city,9.9
2469,CA,Grangeville CDP,8.0
2470,CA,Granite Bay CDP,3.2
2471,CA,Granite Hills CDP,5.4
2472,CA,Graniteville CDP,
2473,CA,Grass Valley city,28.4
2474,CA,Graton CDP,8.0
2475,CA,Grayson CDP,20.6
2476,CA,Greeley Hill CDP,21.1
2477,CA,Greenacres CDP,10.5
2478,CA,Green Acres CDP,40.5
2479,CA,Greenfield CDP,12.0
2480,CA,Greenfield city,25.1
2481,CA,Greenhorn CDP,12.2
2482,CA,Green Valley CDP (Los Angeles County),8.0
2483,CA,Green Valley CDP (Solano County),1.0
2484,CA,Greenview CDP,60.2
2485,CA,Greenville CDP,17.6
2486,CA,Grenada CDP,21.7
2487,CA,Gridley city,21.6
2488,CA,Grimes CDP,24.8
2489,CA,Grizzly Flats CDP,4.9
2490,CA,Groveland CDP,30.6
2491,CA,Grover Beach city,13.8
2492,CA,Guadalupe city,18.9
2493,CA,Guerneville CDP,18.2
2494,CA,Guinda CDP,13.2
2495,CA,Gustine city,15.6
2496,CA,Hacienda Heights CDP,7.9
2497,CA,Half Moon Bay city,3.7
2498,CA,Hamilton Branch CDP,10.1
2499,CA,Hamilton City CDP,22.0
2500,CA,Hanford city,20.5
2501,CA,Happy Camp CDP,31.0
2502,CA,Harbison Canyon CDP,10.2
2503,CA,Hardwick CDP,46.9
2504,CA,Hartland CDP,
2505,CA,Hartley CDP,1.8
2506,CA,Hasley Canyon CDP,12.1
2507,CA,Hat Creek CDP,21.9
2508,CA,Hawaiian Gardens city,30.7
2509,CA,Hawthorne city,20.1
2510,CA,Hayfork CDP,24.6
2511,CA,Hayward city,13.4
2512,CA,Healdsburg city,7.4
2513,CA,Heber CDP,13.3
2514,CA,Hemet city,26.0
2515,CA,Herald CDP,15.4
2516,CA,Hercules city,5.1
2517,CA,Herlong CDP,11.7
2518,CA,Hermosa Beach city,4.0
2519,CA,Hesperia city,24.8
2520,CA,Hickman CDP,13.3
2521,CA,Hidden Hills city,4.9
2522,CA,Hidden Meadows CDP,9.2
2523,CA,Hidden Valley Lake CDP,11.0
2524,CA,Highgrove CDP,31.9
2525,CA,Highland city,20.7
2526,CA,Highlands-Baywood Park CDP,4.7
2527,CA,Hillsborough town,2.4
2528,CA,Hilmar-Irwin CDP,2.6
2529,CA,Hiouchi CDP,5.5
2530,CA,Hollister city,11.3
2531,CA,Holtville city,37.3
2532,CA,Home Garden CDP,32.2
2533,CA,Home Gardens CDP,25.9
2534,CA,Homeland CDP,26.6
2535,CA,Homestead Valley CDP,35.2
2536,CA,Homewood Canyon CDP,100.0
2537,CA,Honcut CDP,42.8
2538,CA,Hood CDP,3.4
2539,CA,Hoopa CDP,35.9
2540,CA,Hopland CDP,20.6
2541,CA,Hornbrook CDP,34.9
2542,CA,Hornitos CDP,0.0
2543,CA,Hughson city,24.3
2544,CA,Humboldt Hill CDP,7.4
2545,CA,Huntington Beach city,9.4
2546,CA,Huntington Park city,29.6
2547,CA,Huron city,35.8
2548,CA,Hyampom CDP,0.0
2549,CA,Hydesville CDP,12.6
2550,CA,Idlewild CDP,0.0
2551,CA,Idyllwild-Pine Cove CDP,19.5
2552,CA,Imperial city,8.7
2553,CA,Imperial Beach city,18.9
2554,CA,Independence CDP,14.5
2555,CA,Indian Falls CDP,38.3
2556,CA,Indianola CDP,29.0
2557,CA,Indian Wells city,4.6
2558,CA,Indio city,19.5
2559,CA,Indio Hills CDP,15.8
2560,CA,Industry city,2.4
2561,CA,Inglewood city,22.4
2562,CA,Interlaken CDP,12.4
2563,CA,Inverness CDP,10.8
2564,CA,Inyokern CDP,1.9
2565,CA,Ione city,13.7
2566,CA,Iron Horse CDP,0.0
2567,CA,Irvine city,12.3
2568,CA,Irwindale city,12.5
2569,CA,Isla Vista CDP,68.0
2570,CA,Isleton city,31.5
2571,CA,Ivanhoe CDP,36.3
2572,CA,Jackson city,14.3
2573,CA,Jacumba CDP,0.0
2574,CA,Jamestown CDP,19.6
2575,CA,Jamul CDP,5.4
2576,CA,Janesville CDP,6.0
2577,CA,Jenner CDP,23.1
2578,CA,Johannesburg CDP,0.0
2579,CA,Johnstonville CDP,18.9
2580,CA,Johnsville CDP,0.0
2581,CA,Joshua Tree CDP,24.0
2582,CA,Julian CDP,14.0
2583,CA,Junction City CDP,14.4
2584,CA,June Lake CDP,0.0
2585,CA,Jurupa Valley city,17.0
2586,CA,Keddie CDP,0.0
2587,CA,Keeler CDP,13.4
2588,CA,Keene CDP,32.5
2589,CA,Kelly Ridge CDP,11.4
2590,CA,Kelseyville CDP,27.0
2591,CA,Kennedy CDP,23.7
2592,CA,Kennedy Meadows CDP,0.0
2593,CA,Kensington CDP,7.1
2594,CA,Kentfield CDP,5.1
2595,CA,Kenwood CDP,1.1
2596,CA,Kerman city,25.6
2597,CA,Kernville CDP,10.5
2598,CA,Keswick CDP,9.5
2599,CA,Kettleman City CDP,27.6
2600,CA,Keyes CDP,31.1
2601,CA,King City city,23.9
2602,CA,Kings Beach CDP,16.6
2603,CA,Kingsburg city,17.9
2604,CA,Kingvale CDP,31.0
2605,CA,Kirkwood CDP,53.3
2606,CA,Klamath CDP,28.9
2607,CA,Knightsen CDP,12.1
2608,CA,Knights Landing CDP,18.2
2609,CA,La Ca_ada Flintridge city,2.5
2610,CA,La Crescenta-Montrose CDP,7.5
2611,CA,Ladera CDP,1.2
2612,CA,Ladera Heights CDP,6.8
2613,CA,Ladera Ranch CDP,2.1
2614,CA,Lafayette city,4.9
2615,CA,Laguna Beach city,6.7
2616,CA,Laguna Hills city,8.5
2617,CA,Laguna Niguel city,6.6
2618,CA,Laguna Woods city,10.3
2619,CA,Lagunitas-Forest Knolls CDP,2.7
2620,CA,La Habra city,13.2
2621,CA,La Habra Heights city,3.4
2622,CA,La Honda CDP,10.7
2623,CA,Lake Almanor Country Club CDP,2.2
2624,CA,Lake Almanor Peninsula CDP,5.8
2625,CA,Lake Almanor West CDP,9.6
2626,CA,Lake Arrowhead CDP,16.2
2627,CA,Lake California CDP,8.7
2628,CA,Lake City CDP,87.0
2629,CA,Lake Davis CDP,0.0
2630,CA,Lake Don Pedro CDP,3.8
2631,CA,Lake Elsinore city,14.6
2632,CA,Lake Forest city,7.4
2633,CA,Lakehead CDP,33.3
2634,CA,Lake Hughes CDP,49.1
2635,CA,Lake Isabella CDP,39.2
2636,CA,Lakeland Village CDP,25.6
2637,CA,Lake Los Angeles CDP,30.1
2638,CA,Lake Mathews CDP,12.8
2639,CA,Lake Nacimiento CDP,3.1
2640,CA,Lake of the Pines CDP,3.3
2641,CA,Lake of the Woods CDP,15.0
2642,CA,Lakeport city,17.7
2643,CA,Lake Riverside CDP,7.2
2644,CA,Lake San Marcos CDP,18.3
2645,CA,Lake Sherwood CDP,4.8
2646,CA,Lakeside CDP,11.6
2647,CA,Lakeview CDP,22.0
2648,CA,Lake Wildwood CDP,4.7
2649,CA,Lakewood city,7.9
2650,CA,La Mesa city,12.4
2651,CA,La Mirada city,7.5
2652,CA,Lamont CDP,37.4
2653,CA,Lanare CDP,62.5
2654,CA,Lancaster city,23.5
2655,CA,La Palma city,7.3
2656,CA,La Porte CDP,
2657,CA,La Presa CDP,13.7
2658,CA,La Puente city,14.5
2659,CA,La Quinta city,9.6
2660,CA,La Riviera CDP,21.0
2661,CA,Larkfield-Wikiup CDP,9.9
2662,CA,Larkspur city,4.0
2663,CA,La Selva Beach CDP,5.2
2664,CA,Las Flores CDP (Orange County),3.8
2665,CA,Las Flores CDP (Tehama County),5.2
2666,CA,Las Lomas CDP,21.8
2667,CA,Lathrop city,13.1
2668,CA,Laton CDP,49.1
2669,CA,La Verne city,8.2
2670,CA,La Vina CDP,43.0
2671,CA,Lawndale city,17.8
2672,CA,Laytonville CDP,34.3
2673,CA,Lebec CDP,23.3
2674,CA,Lee Vining CDP,0.0
2675,CA,Leggett CDP,32.4
2676,CA,Le Grand CDP,33.1
2677,CA,Lemon Cove CDP,15.8
2678,CA,Lemon Grove city,15.1
2679,CA,Lemon Hill CDP,38.9
2680,CA,Lemoore city,15.6
2681,CA,Lemoore Station CDP,15.8
2682,CA,Lennox CDP,32.3
2683,CA,Lenwood CDP,44.6
2684,CA,Leona Valley CDP,6.6
2685,CA,Lewiston CDP,29.4
2686,CA,Lexington Hills CDP,3.2
2687,CA,Likely CDP,0.0
2688,CA,Lincoln city,9.1
2689,CA,Lincoln Village CDP,8.9
2690,CA,Linda CDP,32.6
2691,CA,Lindcove CDP,28.9
2692,CA,Linden CDP,12.3
2693,CA,Lindsay city,37.9
2694,CA,Linnell Camp CDP,64.6
2695,CA,Litchfield CDP,6.6
2696,CA,Little Grass Valley CDP,
2697,CA,Little River CDP,52.1
2698,CA,Littlerock CDP,30.1
2699,CA,Little Valley CDP,50.0
2700,CA,Live Oak CDP,13.4
2701,CA,Live Oak city,21.8
2702,CA,Livermore city,5.7
2703,CA,Livingston city,20.8
2704,CA,Lockeford CDP,20.7
2705,CA,Lockwood CDP,27.1
2706,CA,Lodi city,17.4
2707,CA,Lodoga CDP,4.4
2708,CA,Loleta CDP,23.3
2709,CA,Loma Linda city,17.6
2710,CA,Loma Mar CDP,57.0
2711,CA,Loma Rica CDP,9.7
2712,CA,Lomita city,14.7
2713,CA,Lompico CDP,8.9
2714,CA,Lompoc city,21.3
2715,CA,London CDP,47.2
2716,CA,Lone Pine CDP,15.6
2717,CA,Long Barn CDP,70.6
2718,CA,Long Beach city,20.6
2719,CA,Lookout CDP,0.0
2720,CA,Loomis town,2.4
2721,CA,Los Alamitos city,11.2
2722,CA,Los Alamos CDP,26.5
2723,CA,Los Altos city,2.6
2724,CA,Los Altos Hills town,5.3
2725,CA,Los Angeles city,22.1
2726,CA,Los Banos city,26.2
2727,CA,Los Berros CDP,20.0
2728,CA,Los Gatos town,5.6
2729,CA,Los Molinos CDP,29.2
2730,CA,Los Olivos CDP,1.3
2731,CA,Los Osos CDP,9.5
2732,CA,Los Ranchos CDP,6.0
2733,CA,Lost Hills CDP,37.2
2734,CA,Lower Lake CDP,14.8
2735,CA,Loyalton city,16.3
2736,CA,Loyola CDP,1.6
2737,CA,Lucas Valley-Marinwood CDP,6.8
2738,CA,Lucerne CDP,39.0
2739,CA,Lucerne Valley CDP,22.9
2740,CA,Lynwood city,25.3
2741,CA,Lytle Creek CDP,6.4
2742,CA,Mabie CDP,0.0
2743,CA,McArthur CDP,15.2
2744,CA,McClellan Park CDP,59.6
2745,CA,McClenney Tract CDP,33.3
2746,CA,McCloud CDP,21.9
2747,CA,Macdoel CDP,15.2
2748,CA,McFarland city,36.8
2749,CA,McGee Creek CDP,0.0
2750,CA,McKinleyville CDP,13.9
2751,CA,McKittrick CDP,6.1
2752,CA,McSwain CDP,8.1
2753,CA,Madera city,27.6
2754,CA,Madera Acres CDP,13.3
2755,CA,Madison CDP,3.6
2756,CA,Mad River CDP,29.9
2757,CA,Magalia CDP,17.9
2758,CA,Malaga CDP,31.7
2759,CA,Malibu city,10.5
2760,CA,Mammoth Lakes town,3.8
2761,CA,Manchester CDP,7.1
2762,CA,Manhattan Beach city,4.0
2763,CA,Manila CDP,14.5
2764,CA,Manteca city,12.1
2765,CA,Manton CDP,42.3
2766,CA,March ARB CDP,22.4
2767,CA,Maricopa city,36.1
2768,CA,Marina city,15.3
2769,CA,Marina del Rey CDP,13.0
2770,CA,Marin City CDP,33.4
2771,CA,Mariposa CDP,33.3
2772,CA,Markleeville CDP,10.2
2773,CA,Martell CDP,0.0
2774,CA,Martinez city,6.1
2775,CA,Marysville city,28.6
2776,CA,Matheny CDP,36.8
2777,CA,Mather CDP,6.7
2778,CA,Maxwell CDP,9.7
2779,CA,Mayfair CDP,29.9
2780,CA,Mayflower Village CDP,7.2
2781,CA,Maywood city,30.1
2782,CA,Meadowbrook CDP,35.0
2783,CA,Meadow Valley CDP,31.1
2784,CA,Meadow Vista CDP,5.4
2785,CA,Mead Valley CDP,33.4
2786,CA,Mecca CDP,43.1
2787,CA,Meiners Oaks CDP,17.3
2788,CA,Mendocino CDP,6.7
2789,CA,Mendota city,46.5
2790,CA,Menifee city,12.1
2791,CA,Menlo Park city,7.8
2792,CA,Mentone CDP,9.9
2793,CA,Merced city,31.9
2794,CA,Meridian CDP,16.7
2795,CA,Mesa CDP,4.7
2796,CA,Mesa Verde CDP,23.3
2797,CA,Mesa Vista CDP,20.7
2798,CA,Mettler CDP,21.3
2799,CA,Mexican Colony CDP,83.1
2800,CA,Middletown CDP,18.6
2801,CA,Midpines CDP,8.2
2802,CA,Midway City CDP,22.2
2803,CA,Milford CDP,0.0
2804,CA,Millbrae city,6.5
2805,CA,Mill Valley city,3.3
2806,CA,Millville CDP,10.3
2807,CA,Milpitas city,8.2
2808,CA,Mineral CDP,10.1
2809,CA,Minkler CDP,17.9
2810,CA,Mira Monte CDP,13.4
2811,CA,Miranda CDP,37.1
2812,CA,Mission Canyon CDP,3.6
2813,CA,Mission Hills CDP,5.8
2814,CA,Mission Viejo city,5.4
2815,CA,Mi-Wuk Village CDP,11.2
2816,CA,Modesto city,20.5
2817,CA,Mohawk Vista CDP,38.8
2818,CA,Mojave CDP,31.1
2819,CA,Mokelumne Hill CDP,29.0
2820,CA,Monmouth CDP,4.8
2821,CA,Mono City CDP,0.0
2822,CA,Mono Vista CDP,13.6
2823,CA,Monrovia city,10.1
2824,CA,Monson CDP,45.6
2825,CA,Montague city,21.2
2826,CA,Montalvin Manor CDP,8.1
2827,CA,Montara CDP,3.6
2828,CA,Montclair city,16.9
2829,CA,Montebello city,14.0
2830,CA,Montecito CDP,7.0
2831,CA,Monterey city,9.1
2832,CA,Monterey Park city,17.3
2833,CA,Monterey Park Tract CDP,86.0
2834,CA,Monte Rio CDP,26.0
2835,CA,Monte Sereno city,3.4
2836,CA,Montgomery Creek CDP,3.2
2837,CA,Monument Hills CDP,2.4
2838,CA,Moorpark city,7.2
2839,CA,Morada CDP,3.3
2840,CA,Moraga town,5.0
2841,CA,Moreno Valley city,19.3
2842,CA,Morgan Hill city,9.8
2843,CA,Morongo Valley CDP,15.4
2844,CA,Morro Bay city,12.9
2845,CA,Moskowite Corner CDP,13.4
2846,CA,Moss Beach CDP,5.1
2847,CA,Moss Landing CDP,19.0
2848,CA,Mountain Center CDP,0.0
2849,CA,Mountain Gate CDP,23.4
2850,CA,Mountain House CDP,5.8
2851,CA,Mountain Mesa CDP,67.1
2852,CA,Mountain Ranch CDP,18.9
2853,CA,Mountain View CDP,21.9
2854,CA,Mountain View city,7.8
2855,CA,Mountain View Acres CDP,22.2
2856,CA,Mount Hebron CDP,5.1
2857,CA,Mount Hermon CDP,9.2
2858,CA,Mount Laguna CDP,0.0
2859,CA,Mount Shasta city,23.3
2860,CA,Muir Beach CDP,0.0
2861,CA,Murphys CDP,12.5
2862,CA,Murrieta city,8.4
2863,CA,Muscoy CDP,33.5
2864,CA,Myers Flat CDP,
2865,CA,Myrtletown CDP,9.8
2866,CA,Napa city,9.5
2867,CA,National City city,24.5
2868,CA,Needles city,27.7
2869,CA,Nevada City city,13.7
2870,CA,Newark city,7.9
2871,CA,Newcastle CDP,13.7
2872,CA,New Cuyama CDP,31.9
2873,CA,Newell CDP,28.7
2874,CA,Newman city,19.8
2875,CA,New Pine Creek CDP,36.4
2876,CA,Newport Beach city,7.1
2877,CA,Nicasio CDP,0.0
2878,CA,Nice CDP,27.0
2879,CA,Nicolaus CDP,5.7
2880,CA,Niland CDP,34.3
2881,CA,Nipinnawasee CDP,16.1
2882,CA,Nipomo CDP,12.0
2883,CA,Norco city,7.0
2884,CA,Nord CDP,35.9
2885,CA,Norris Canyon CDP,0.0
2886,CA,North Auburn CDP,13.6
2887,CA,North Edwards CDP,34.0
2888,CA,North El Monte CDP,9.2
2889,CA,North Fair Oaks CDP,22.4
2890,CA,North Gate CDP,8.4
2891,CA,North Highlands CDP,27.5
2892,CA,North Lakeport CDP,17.7
2893,CA,North Richmond CDP,32.3
2894,CA,North San Juan CDP,41.4
2895,CA,North Shore CDP,37.7
2896,CA,North Tustin CDP,3.1
2897,CA,Norwalk city,14.3
2898,CA,Novato city,7.7
2899,CA,Nubieber CDP,31.3
2900,CA,Nuevo CDP,21.4
2901,CA,Oakdale city,18.6
2902,CA,Oak Glen CDP,1.1
2903,CA,Oak Hills CDP,9.3
2904,CA,Oakhurst CDP,19.2
2905,CA,Oakland city,20.4
2906,CA,Oakley city,8.2
2907,CA,Oak Park CDP,5.5
2908,CA,Oak Shores CDP,0.0
2909,CA,Oak View CDP,8.5
2910,CA,Oakville CDP,0.0
2911,CA,Oasis CDP,47.1
2912,CA,Occidental CDP,1.7
2913,CA,Oceano CDP,20.2
2914,CA,Oceanside city,14.1
2915,CA,Ocotillo CDP,48.0
2916,CA,Oildale CDP,29.3
2917,CA,Ojai city,12.8
2918,CA,Olancha CDP,0.0
2919,CA,Old Fig Garden CDP,22.5
2920,CA,Old Station CDP,0.0
2921,CA,Olivehurst CDP,18.8
2922,CA,Ontario city,18.1
2923,CA,Onyx CDP,34.4
2924,CA,Orange city,13.2
2925,CA,Orange Cove city,53.0
2926,CA,Orangevale CDP,9.2
2927,CA,Orcutt CDP,6.1
2928,CA,Orick CDP,30.3
2929,CA,Orinda city,2.2
2930,CA,Orland city,27.9
2931,CA,Orosi CDP,26.6
2932,CA,Oroville city,23.8
2933,CA,Oroville East CDP,13.0
2934,CA,Oxnard city,16.6
2935,CA,Pacheco CDP,12.8
2936,CA,Pacifica city,6.1
2937,CA,Pacific Grove city,7.6
2938,CA,Pajaro CDP,31.9
2939,CA,Pajaro Dunes CDP,21.6
2940,CA,Pala CDP,25.8
2941,CA,Palermo CDP,24.3
2942,CA,Palmdale city,21.3
2943,CA,Palm Desert city,10.8
2944,CA,Palm Springs city,18.9
2945,CA,Palo Alto city,5.4
2946,CA,Palo Cedro CDP,2.2
2947,CA,Palos Verdes Estates city,3.6
2948,CA,Palo Verde CDP,0.0
2949,CA,Panorama Heights CDP,0.0
2950,CA,Paradise town,16.0
2951,CA,Paradise CDP,6.5
2952,CA,Paradise Park CDP,0.0
2953,CA,Paramount city,23.1
2954,CA,Parklawn CDP,20.3
2955,CA,Parksdale CDP,36.7
2956,CA,Parkway CDP,29.5
2957,CA,Parkwood CDP,31.2
2958,CA,Parlier city,42.3
2959,CA,Pasadena city,15.3
2960,CA,Pasatiempo CDP,0.0
2961,CA,Paskenta CDP,8.3
2962,CA,Patterson city,21.8
2963,CA,Patterson Tract CDP,18.3
2964,CA,Patton Village CDP,2.8
2965,CA,Paxton CDP,
2966,CA,Paynes Creek CDP,5.7
2967,CA,Pearsonville CDP,0.0
2968,CA,Penngrove CDP,9.4
2969,CA,Penn Valley CDP,43.8
2970,CA,Penryn CDP,7.6
2971,CA,Perris city,25.3
2972,CA,Pescadero CDP,28.5
2973,CA,Petaluma city,9.3
2974,CA,Peters CDP,0.0
2975,CA,Phelan CDP,17.0
2976,CA,Phillipsville CDP,0.0
2977,CA,Philo CDP,27.8
2978,CA,Phoenix Lake CDP,5.5
2979,CA,Pico Rivera city,13.7
2980,CA,Piedmont city,5.2
2981,CA,Pierpoint CDP,0.0
2982,CA,Pike CDP,39.8
2983,CA,Pine Canyon CDP,9.9
2984,CA,Pine Flat CDP,24.5
2985,CA,Pine Grove CDP,13.1
2986,CA,Pine Hills CDP,16.1
2987,CA,Pine Mountain Club CDP,11.5
2988,CA,Pine Mountain Lake CDP,10.2
2989,CA,Pine Valley CDP,9.1
2990,CA,Pinole city,7.8
2991,CA,Pi_on Hills CDP,18.2
2992,CA,Pioneer CDP,7.7
2993,CA,Piru CDP,10.1
2994,CA,Pismo Beach city,7.1
2995,CA,Pittsburg city,17.9
2996,CA,Pixley CDP,50.2
2997,CA,Placentia city,11.4
2998,CA,Placerville city,18.5
2999,CA,Plainview CDP,66.8
3000,CA,Planada CDP,28.5
3001,CA,Pleasant Hill city,9.9
3002,CA,Pleasanton city,4.4
3003,CA,Pleasure Point CDP,13.9
3004,CA,Plumas Eureka CDP,3.9
3005,CA,Plumas Lake CDP,4.4
3006,CA,Plymouth city,16.0
3007,CA,Point Arena city,16.6
3008,CA,Point Reyes Station CDP,24.0
3009,CA,Pollock Pines CDP,15.5
3010,CA,Pomona city,22.1
3011,CA,Ponderosa CDP,0.0
3012,CA,Poplar-Cotton Center CDP,55.4
3013,CA,Port Costa CDP,0.0
3014,CA,Porterville city,30.9
3015,CA,Port Hueneme city,15.0
3016,CA,Portola city,21.0
3017,CA,Portola Valley town,3.7
3018,CA,Posey CDP,0.0
3019,CA,Poso Park CDP,0.0
3020,CA,Potrero CDP,8.8
3021,CA,Potter Valley CDP,5.0
3022,CA,Poway city,6.0
3023,CA,Prattville CDP,0.0
3024,CA,Princeton CDP,3.5
3025,CA,Proberta CDP,4.5
3026,CA,Prunedale CDP,9.8
3027,CA,Quartz Hill CDP,21.8
3028,CA,Quincy CDP,21.4
3029,CA,Rackerby CDP,0.0
3030,CA,Rail Road Flat CDP,33.5
3031,CA,Rainbow CDP,12.6
3032,CA,Raisin City CDP,58.2
3033,CA,Ramona CDP,9.5
3034,CA,Rancho Calaveras CDP,5.3
3035,CA,Rancho Cordova city,17.2
3036,CA,Rancho Cucamonga city,8.8
3037,CA,Rancho Mirage city,11.0
3038,CA,Rancho Murieta CDP,3.6
3039,CA,Rancho Palos Verdes city,4.3
3040,CA,Rancho San Diego CDP,8.8
3041,CA,Rancho Santa Fe CDP,11.9
3042,CA,Rancho Santa Margarita city,4.0
3043,CA,Rancho Tehama Reserve CDP,43.2
3044,CA,Randsburg CDP,10.7
3045,CA,Red Bluff city,24.0
3046,CA,Red Corral CDP,29.9
3047,CA,Redcrest CDP,0.0
3048,CA,Redding city,18.8
3049,CA,Redlands city,14.3
3050,CA,Redondo Beach city,4.7
3051,CA,Redway CDP,10.0
3052,CA,Redwood City city,9.4
3053,CA,Redwood Valley CDP,5.4
3054,CA,Reedley city,26.7
3055,CA,Reliez Valley CDP,3.3
3056,CA,Rialto city,19.7
3057,CA,Richfield CDP,13.1
3058,CA,Richgrove CDP,49.9
3059,CA,Richmond city,17.5
3060,CA,Richvale CDP,0.0
3061,CA,Ridgecrest city,15.4
3062,CA,Ridgemark CDP,2.3
3063,CA,Rio Dell city,16.7
3064,CA,Rio del Mar CDP,4.9
3065,CA,Rio Linda CDP,18.7
3066,CA,Rio Oso CDP,9.7
3067,CA,Rio Vista city,11.7
3068,CA,Ripley CDP,36.9
3069,CA,Ripon city,9.8
3070,CA,Riverbank city,12.1
3071,CA,Riverdale CDP,32.2
3072,CA,Riverdale Park CDP,29.1
3073,CA,River Pines CDP,0.0
3074,CA,Riverside city,18.8
3075,CA,Robbins CDP,46.7
3076,CA,Robinson Mill CDP,
3077,CA,Rocklin city,8.6
3078,CA,Rodeo CDP,13.0
3079,CA,Rodriguez Camp CDP,83.0
3080,CA,Rohnert Park city,15.2
3081,CA,Rolling Hills city,2.0
3082,CA,Rolling Hills CDP,2.7
3083,CA,Rolling Hills Estates city,5.4
3084,CA,Rollingwood CDP,21.5
3085,CA,Romoland CDP,15.7
3086,CA,Rosamond CDP,18.7
3087,CA,Rosedale CDP,5.7
3088,CA,Rose Hills CDP,11.5
3089,CA,Roseland CDP,13.4
3090,CA,Rosemead city,19.3
3091,CA,Rosemont CDP,17.4
3092,CA,Roseville city,8.8
3093,CA,Ross town,5.1
3094,CA,Rossmoor CDP,2.9
3095,CA,Rough and Ready CDP,17.0
3096,CA,Round Mountain CDP,38.1
3097,CA,Round Valley CDP,10.0
3098,CA,Rouse CDP,47.3
3099,CA,Rowland Heights CDP,11.8
3100,CA,Running Springs CDP,12.0
3101,CA,Ruth CDP,12.0
3102,CA,Rutherford CDP,0.0
3103,CA,Sacramento city,22.0
3104,CA,St. Helena city,11.4
3105,CA,Salida CDP,8.7
3106,CA,Salinas city,20.2
3107,CA,Salmon Creek CDP,0.0
3108,CA,Salton City CDP,26.4
3109,CA,Salton Sea Beach CDP,67.6
3110,CA,Samoa CDP,34.3
3111,CA,San Andreas CDP,15.8
3112,CA,San Anselmo town,4.6
3113,CA,San Antonio Heights CDP,3.8
3114,CA,San Ardo CDP,28.8
3115,CA,San Bernardino city,33.4
3116,CA,San Bruno city,6.2
3117,CA,San Buenaventura (Ventura) city,11.4
3118,CA,San Carlos city,3.6
3119,CA,San Clemente city,8.0
3120,CA,Sand City city,30.8
3121,CA,San Diego city,15.4
3122,CA,San Diego Country Estates CDP,4.0
3123,CA,San Dimas city,6.8
3124,CA,San Fernando city,18.9
3125,CA,San Francisco city,13.2
3126,CA,San Gabriel city,13.8
3127,CA,Sanger city,23.0
3128,CA,San Geronimo CDP,10.4
3129,CA,San Jacinto city,20.4
3130,CA,San Joaquin city,54.2
3131,CA,San Jose city,11.3
3132,CA,San Juan Bautista city,8.9
3133,CA,San Juan Capistrano city,15.4
3134,CA,San Leandro city,10.6
3135,CA,San Lorenzo CDP,8.8
3136,CA,San Lucas CDP,38.2
3137,CA,San Luis Obispo city,33.4
3138,CA,San Marcos city,16.0
3139,CA,San Marino city,5.5
3140,CA,San Martin CDP,6.7
3141,CA,San Mateo city,7.6
3142,CA,San Miguel CDP (Contra Costa County),0.5
3143,CA,San Miguel CDP (San Luis Obispo County),19.1
3144,CA,San Pablo city,21.3
3145,CA,San Pasqual CDP,2.6
3146,CA,San Rafael city,13.2
3147,CA,San Ramon city,4.2
3148,CA,San Simeon CDP,34.5
3149,CA,Santa Ana city,22.1
3150,CA,Santa Barbara city,13.9
3151,CA,Santa Clara city,8.4
3152,CA,Santa Clarita city,9.3
3153,CA,Santa Cruz city,23.8
3154,CA,Santa Fe Springs city,12.6
3155,CA,Santa Margarita CDP,15.2
3156,CA,Santa Maria city,21.2
3157,CA,Santa Monica city,11.3
3158,CA,Santa Nella CDP,58.7
3159,CA,Santa Paula city,18.0
3160,CA,Santa Rosa city,12.6
3161,CA,Santa Rosa Valley CDP,5.4
3162,CA,Santa Susana CDP,13.4
3163,CA,Santa Venetia CDP,9.7
3164,CA,Santa Ynez CDP,8.3
3165,CA,Santee city,7.8
3166,CA,Saranap CDP,8.8
3167,CA,Saratoga city,3.6
3168,CA,Saticoy CDP,38.7
3169,CA,Sattley CDP,0.0
3170,CA,Sausalito city,5.6
3171,CA,Scotia CDP,5.9
3172,CA,Scotts Valley city,4.8
3173,CA,Seacliff CDP,9.2
3174,CA,Seal Beach city,8.1
3175,CA,Sea Ranch CDP,2.2
3176,CA,Searles Valley CDP,23.9
3177,CA,Seaside city,18.7
3178,CA,Sebastopol city,9.8
3179,CA,Seeley CDP,40.4
3180,CA,Selma city,24.3
3181,CA,Sequoia Crest CDP,0.0
3182,CA,Sereno del Mar CDP,26.2
3183,CA,Seville CDP,62.6
3184,CA,Shafter city,21.7
3185,CA,Shandon CDP,11.9
3186,CA,Shasta CDP,6.5
3187,CA,Shasta Lake city,19.7
3188,CA,Shaver Lake CDP,0.7
3189,CA,Shell Ridge CDP,2.5
3190,CA,Shelter Cove CDP,46.4
3191,CA,Sheridan CDP,29.2
3192,CA,Shingle Springs CDP,16.4
3193,CA,Shingletown CDP,14.1
3194,CA,Shoshone CDP,0.0
3195,CA,Sierra Brooks CDP,0.0
3196,CA,Sierra City CDP,4.6
3197,CA,Sierra Madre city,5.7
3198,CA,Sierra Village CDP,4.6
3199,CA,Sierraville CDP,9.1
