,Geographic Area,City,Median Income,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,percent_completed_hs
125,AL,Daleville city,45651.0,24.5,66.2,22.6,1.1,2.7,10.1,85.3
126,AL,Daphne city,60737.0,11.2,84.1,11.8,0.4,1.5,2.9,95.8
127,AL,Dauphin Island town,63594.0,3.6,97.3,0.4,1.0,0.2,0.7,95.8
128,AL,Daviston town,47639.0,12.9,88.8,10.3,0.0,0.9,1.9,87.8
129,AL,Dayton town,40577.309523809534,48.0,32.7,65.4,0.0,0.0,0.0,100.0
130,AL,Deatsville town,78125.0,5.1,77.6,19.4,0.1,0.3,1.6,96.3
131,AL,Decatur city,41496.0,21.2,66.5,21.7,0.7,0.9,12.4,82.7
132,AL,Deer Park CDP,40577.309523809534,28.1,31.9,66.5,0.0,0.0,1.6,86.3
133,AL,Delta CDP,40577.309523809534,0.0,97.0,0.0,2.5,0.0,0.5,87.0
134,AL,Demopolis city,27656.0,31.0,47.3,50.1,0.1,0.5,2.4,89.1
135,AL,Detroit town,24107.0,27.9,83.1,13.9,0.0,0.0,0.4,64.8
136,AL,Dodge City town,41346.0,16.7,96.0,0.7,0.8,0.0,2.5,81.7
137,AL,Dora city,40769.0,17.2,85.6,12.2,0.3,0.0,0.7,82.3
138,AL,Dothan city,42426.0,19.1,63.1,32.5,0.4,1.1,2.9,86.2
139,AL,Double Springs town,29063.0,27.5,97.3,0.6,0.8,0.2,0.4,74.5
140,AL,Douglas town,29318.0,34.9,93.3,0.8,0.4,0.0,3.9,78.5
141,AL,Dozier town,21765.0,30.3,59.6,35.3,0.3,0.3,0.0,79.1
142,AL,Dunnavant CDP,42857.0,7.7,96.7,0.4,0.7,0.0,2.3,76.0
143,AL,Dutton town,39688.0,24.2,90.8,2.5,0.0,0.0,3.2,90.6
144,AL,East Brewton city,26736.0,30.6,74.7,20.8,0.6,0.0,3.1,83.6
145,AL,East Point CDP,62059.0,0.0,96.5,0.0,0.0,1.0,3.5,91.4
146,AL,Eclectic town,41304.0,13.4,86.4,11.0,0.4,0.0,1.3,84.2
147,AL,Edgewater CDP,26818.0,26.5,31.0,68.4,0.1,0.0,1.0,84.1
148,AL,Edwardsville town,38438.0,5.1,98.0,0.5,0.0,0.0,0.0,87.0
149,AL,Egypt CDP,56693.0,4.5,94.3,0.9,0.5,0.5,3.3,84.9
150,AL,Elba city,26156.0,31.1,62.1,34.3,1.2,0.3,1.1,76.9
151,AL,Elberta town,31190.0,15.8,92.9,1.4,0.3,0.8,5.3,85.8
152,AL,Eldridge town,30000.0,37.8,97.7,0.8,0.0,0.0,0.0,75.0
153,AL,Elkmont town,39583.0,11.2,85.9,12.7,1.2,0.0,0.0,78.2
154,AL,Elmore town,40150.0,30.0,64.3,26.7,0.1,0.2,8.8,70.5
155,AL,Emelle town,36250.0,0.0,5.7,94.3,0.0,0.0,0.0,79.3
156,AL,Emerald Mountain CDP,91054.0,8.2,87.1,11.0,0.2,0.6,1.6,90.9
157,AL,Enterprise city,54450.0,16.3,69.4,20.7,0.5,2.0,8.8,89.2
158,AL,Epes town,25000.0,24.8,8.9,91.1,0.0,0.0,0.0,81.6
159,AL,Ethelsville town,40417.0,32.3,74.1,25.9,0.0,0.0,0.0,80.6
160,AL,Eufaula city,32845.0,25.3,51.0,44.6,0.5,0.6,4.3,81.5
161,AL,Eunola CDP,42023.0,0.0,91.4,7.4,0.0,0.4,1.6,96.1
162,AL,Eutaw town,22377.0,32.7,18.1,80.2,0.1,0.4,1.3,73.2
163,AL,Eva town,39868.0,11.1,96.3,0.0,0.4,0.2,0.4,91.2
164,AL,Evergreen city,18661.0,52.6,34.8,62.4,0.2,0.2,2.3,79.2
165,AL,Excel town,34375.0,18.6,91.1,5.0,1.4,0.0,0.7,86.0
166,AL,Fairfield city,34890.0,23.4,4.2,94.6,0.0,0.0,1.1,88.9
167,AL,Fairford CDP,32269.0,0.0,61.3,17.7,19.9,0.0,0.0,57.6
168,AL,Fairhope city,61489.0,11.2,91.1,6.2,0.2,0.7,2.8,95.4
169,AL,Fairview town,37750.0,24.0,95.5,0.2,0.0,0.4,11.2,82.0
170,AL,Falkville town,33846.0,26.0,92.1,3.4,1.1,0.1,2.2,65.1
171,AL,Faunsdale town,20625.0,30.2,67.3,32.7,0.0,0.0,0.0,85.7
172,AL,Fayette city,30646.0,25.9,73.4,24.3,0.3,0.3,1.4,79.1
173,AL,Fayetteville CDP,34632.0,15.3,97.2,1.3,0.3,0.0,0.3,68.5
174,AL,Fitzpatrick CDP,40577.309523809534,15.5,78.3,21.7,0.0,0.0,2.4,60.7
175,AL,Five Points town,45000.0,20.4,46.8,52.5,0.0,0.0,0.0,61.9
176,AL,Flomaton town,24406.0,30.2,69.5,27.2,1.6,0.1,2.3,77.3
177,AL,Florala town,25673.0,30.1,80.1,15.8,0.8,0.4,2.8,79.6
178,AL,Florence city,35731.0,24.6,75.0,19.4,0.4,1.4,3.6,84.4
179,AL,Foley city,40938.0,18.9,77.1,14.9,0.6,1.1,9.5,91.5
180,AL,Forestdale CDP,48654.0,17.0,26.2,71.4,0.2,0.2,1.4,93.5
181,AL,Forkland town,19063.0,48.1,11.9,87.4,0.2,0.0,0.8,74.1
182,AL,Fort Deposit town,23963.0,30.2,23.7,75.5,0.1,0.1,0.4,70.5
183,AL,Fort Payne city,38833.0,19.0,77.6,4.2,0.9,0.8,20.9,67.7
184,AL,Fort Rucker CDP,59265.0,8.0,77.7,11.9,0.8,1.3,13.2,98.8
185,AL,Franklin town,60417.0,6.6,47.7,49.7,0.0,1.3,0.0,85.0
186,AL,Fredonia CDP,66591.0,18.4,87.9,11.6,0.0,0.0,0.0,88.6
187,AL,Frisco City town,17311.0,31.3,45.4,49.3,1.3,0.0,1.8,77.3
188,AL,Fruitdale CDP,63125.0,33.0,70.3,28.6,0.0,0.0,1.6,93.3
189,AL,Fruithurst town,35625.0,13.5,98.2,0.0,1.1,0.4,0.0,75.8
190,AL,Fulton town,32083.0,19.9,84.9,11.0,0.0,0.7,3.3,76.0
191,AL,Fultondale city,51587.0,14.0,75.1,16.6,0.4,1.0,10.8,85.1
192,AL,Fyffe town,42356.0,12.8,94.0,0.3,1.5,0.7,1.3,83.7
193,AL,Gadsden city,29136.0,29.4,57.3,36.3,0.4,0.6,5.4,78.3
194,AL,Gainesville town,14444.0,40.9,16.3,82.2,0.0,0.0,0.0,76.7
195,AL,Gallant CDP,45859.0,3.9,96.7,0.2,0.6,0.0,1.6,83.7
196,AL,Gantt town,47000.0,8.3,77.0,23.0,0.0,0.0,0.0,85.6
197,AL,Garden City town,31591.0,19.3,98.2,0.2,0.4,0.0,0.4,79.8
198,AL,Gardendale city,56132.0,7.8,88.4,8.6,0.3,1.2,1.5,92.2
199,AL,Gaylesville town,26818.0,19.3,96.5,0.0,0.0,0.0,3.5,78.4
200,AL,Geiger town,45125.0,19.5,26.5,73.5,0.0,0.0,2.9,71.3
201,AL,Geneva city,29912.0,30.3,83.2,14.0,0.4,0.4,1.8,78.1
202,AL,Georgiana town,19969.0,35.5,33.1,65.4,0.3,0.1,0.3,71.1
203,AL,Geraldine town,42292.0,13.8,93.5,0.3,3.7,0.0,2.0,84.2
204,AL,Gilbertown town,33750.0,21.5,77.2,21.9,0.0,0.5,0.0,83.8
205,AL,Glen Allen town,24531.0,21.4,89.4,9.4,0.2,0.2,0.2,76.5
206,AL,Glencoe city,46691.0,11.1,96.5,1.3,0.3,0.5,0.8,86.6
207,AL,Glenwood town,36000.0,13.6,70.1,29.9,0.0,0.0,0.0,84.8
208,AL,Goldville town,46250.0,9.3,100.0,0.0,0.0,0.0,5.5,86.7
209,AL,Good Hope town,47754.0,15.2,92.7,0.3,0.4,0.5,7.7,86.5
210,AL,Goodwater town,23809.0,32.2,24.3,73.7,0.7,0.0,0.7,71.6
211,AL,Gordo town,30781.0,26.3,58.9,37.8,0.2,0.2,1.5,80.4
212,AL,Gordon town,22250.0,26.9,21.4,76.5,0.3,0.0,1.5,66.8
213,AL,Gordonville town,18224.0,39.2,5.2,94.8,0.0,0.0,0.0,76.1
214,AL,Goshen town,40132.0,31.9,76.7,22.6,0.4,0.0,0.0,71.2
215,AL,Graham CDP,41914.0,4.5,83.9,16.1,0.0,0.0,0.0,74.0
216,AL,Grand Bay CDP,48767.0,6.4,86.9,9.4,0.6,0.7,2.3,84.6
217,AL,Grant town,55000.0,7.2,98.1,0.0,0.0,0.4,1.3,89.2
218,AL,Grayson Valley CDP,46250.0,8.9,70.6,25.8,0.3,0.9,2.2,90.4
219,AL,Graysville city,41282.0,17.4,73.9,23.6,0.4,0.2,1.7,79.8
220,AL,Greensboro city,21797.0,39.3,32.0,66.5,0.2,0.8,0.5,75.0
221,AL,Greenville city,29741.0,25.8,41.7,55.5,0.0,1.8,1.3,78.4
222,AL,Grimes town,31579.0,19.1,55.9,36.7,0.0,0.0,2.9,84.5
223,AL,Grove Hill town,31786.0,26.1,56.6,41.3,0.3,0.3,2.0,85.8
224,AL,Guin city,23000.0,37.5,86.9,10.9,0.0,0.1,1.3,75.4
225,AL,Gulfcrest CDP,68462.0,0.0,88.2,3.1,5.6,0.0,1.2,87.2
226,AL,Gulf Shores city,47662.0,16.6,93.4,1.5,0.5,0.9,4.0,92.9
227,AL,Guntersville city,39756.0,16.2,85.8,7.8,0.5,1.5,3.8,83.1
228,AL,Gurley town,32500.0,30.8,76.3,17.1,1.7,1.2,3.5,74.5
229,AL,Gu-Win town,39000.0,12.0,85.8,5.1,4.0,0.0,4.0,87.2
230,AL,Hackleburg town,28819.0,25.7,97.7,0.1,0.2,0.0,1.3,76.5
231,AL,Hackneyville CDP,60474.0,17.8,97.7,0.9,0.3,1.2,0.3,95.1
232,AL,Haleburg town,54167.0,8.3,94.2,4.9,0.0,0.0,0.0,80.0
233,AL,Haleyville city,24291.0,26.8,92.1,0.7,1.0,0.5,6.0,70.7
234,AL,Hamilton city,33053.0,18.5,89.3,7.7,0.4,0.2,3.1,82.7
235,AL,Hammondville town,43281.0,8.0,90.0,0.8,0.2,0.6,6.8,74.5
236,AL,Hanceville city,29231.0,25.8,92.4,3.6,0.2,0.7,2.4,77.7
237,AL,Harpersville town,35972.0,18.8,73.1,23.5,0.3,0.7,2.6,80.7
238,AL,Hartford city,22094.0,36.7,77.9,17.9,0.6,0.1,3.1,70.6
239,AL,Hartselle city,53878.0,6.9,91.5,4.3,0.8,0.4,2.5,91.9
240,AL,Harvest CDP,63708.0,5.5,62.2,31.7,0.5,1.2,3.1,90.6
241,AL,Hatton CDP,40577.309523809534,0.0,89.7,0.0,7.3,0.0,0.0,83.2
242,AL,Hayden town,50795.0,7.9,87.6,8.8,0.7,0.2,0.0,83.4
243,AL,Hayneville town,18802.0,44.4,15.0,84.5,0.0,0.0,0.1,72.1
244,AL,Hazel Green CDP,41938.0,14.9,88.9,5.9,1.5,0.4,2.3,88.2
245,AL,Headland city,51822.0,13.1,70.1,27.5,0.4,0.3,1.4,88.1
246,AL,Heath town,38333.0,32.5,88.6,10.6,0.0,0.0,1.2,80.3
247,AL,Heflin city,25823.0,22.6,87.3,9.4,0.5,0.1,2.4,74.3
248,AL,Helena city,84615.0,2.1,82.5,13.1,0.2,1.5,3.3,97.7
249,AL,Henagar city,30757.0,19.4,96.2,0.0,1.8,0.0,1.4,71.7
250,AL,Highland Lake town,51250.0,9.2,98.8,0.0,1.0,0.2,0.7,94.3
251,AL,Highland Lakes CDP,124291.0,2.0,87.6,7.6,0.2,2.3,1.6,97.6
252,AL,Hillsboro town,34712.0,17.6,14.1,80.1,1.8,0.2,1.6,74.6
253,AL,Hissop CDP,25032.0,23.2,25.1,74.3,0.0,0.2,2.0,73.8
254,AL,Hobson CDP,40577.309523809534,0.0,99.2,0.0,0.0,0.0,0.0,63.6
255,AL,Hobson City town,25563.0,41.3,12.6,85.9,0.0,0.4,1.3,77.3
256,AL,Hodges town,29583.0,26.9,98.6,0.0,1.4,0.0,1.0,69.3
257,AL,Hokes Bluff city,46042.0,13.7,98.5,0.3,0.1,0.4,0.2,89.2
258,AL,Hollins CDP,40577.309523809534,24.4,89.4,7.7,0.6,0.0,0.7,68.2
259,AL,Hollis Crossroads CDP,34408.0,29.0,86.0,5.4,0.3,0.0,8.4,71.4
260,AL,Holly Pond town,44750.0,19.0,98.5,0.3,0.4,0.0,1.4,90.4
261,AL,Hollywood town,29306.0,20.3,75.8,14.8,1.7,0.3,4.9,71.3
262,AL,Holt CDP,30446.0,46.4,39.4,55.2,0.4,0.2,7.2,75.0
263,AL,Holtville CDP,52713.0,11.1,90.4,7.4,0.5,0.2,1.3,85.6
264,AL,Homewood city,61626.0,12.7,74.6,17.3,0.2,2.2,7.3,93.5
265,AL,Hoover city,77146.0,6.0,75.1,14.8,0.2,5.1,6.0,95.2
266,AL,Horn Hill town,34464.0,10.2,91.7,1.3,3.9,0.0,3.1,66.3
267,AL,Hueytown city,42172.0,14.3,70.0,27.2,0.3,0.5,2.0,86.5
268,AL,Huguley CDP,42063.0,16.3,73.0,25.0,0.6,0.2,1.2,79.3
269,AL,Huntsville city,48775.0,18.2,60.3,31.2,0.6,2.4,5.8,90.2
270,AL,Hurtsboro town,19732.0,46.0,29.1,69.6,0.5,0.0,2.2,75.3
271,AL,Hytop town,38542.0,14.7,91.5,0.3,4.5,0.0,3.4,70.6
272,AL,Ider town,32692.0,15.4,93.2,0.6,4.0,0.0,0.1,80.5
273,AL,Indian Springs Village city,96346.0,4.4,95.7,1.5,0.2,1.9,0.9,97.2
274,AL,Irondale city,47351.0,20.5,56.3,35.4,0.3,1.4,7.8,87.4
275,AL,Ivalee CDP,50737.0,0.0,96.1,1.6,0.5,0.0,1.4,77.0
276,AL,Jackson city,31232.0,24.7,54.9,42.9,0.7,0.4,1.4,85.8
277,AL,Jacksons' Gap town,36719.0,26.1,68.2,28.9,0.5,0.5,1.9,67.1
278,AL,Jacksonville city,38903.0,31.2,68.7,26.8,0.5,1.3,2.3,89.0
279,AL,Jasper city,39695.0,22.3,81.3,13.4,0.3,0.7,4.4,85.3
280,AL,Jemison city,38500.0,24.9,77.8,17.7,0.1,0.1,7.0,77.8
281,AL,Joppa CDP,23672.0,0.0,81.4,0.2,0.8,0.0,17.2,67.3
282,AL,Kansas town,38542.0,25.3,100.0,0.0,0.0,0.0,0.0,66.4
283,AL,Kellyton town,29688.0,29.8,68.2,19.8,0.0,0.0,11.5,71.3
284,AL,Kennedy town,35054.0,10.9,83.4,14.3,0.0,0.2,0.9,82.6
285,AL,Killen town,55313.0,17.7,94.0,3.2,0.3,0.5,2.4,87.1
286,AL,Kinsey town,37109.0,16.2,49.9,46.0,0.3,0.1,4.0,75.9
287,AL,Kinston town,23571.0,30.2,95.6,0.2,2.0,0.6,0.9,69.5
288,AL,Ladonia CDP,32713.0,26.0,86.5,9.8,0.7,0.3,2.7,84.4
289,AL,La Fayette city,25666.0,24.8,29.3,68.8,0.1,0.4,1.9,69.7
290,AL,Lakeview town,46250.0,13.5,86.7,0.0,3.5,0.0,0.0,92.3
291,AL,Lake View town,88594.0,2.2,93.9,4.2,0.1,0.7,0.6,95.7
292,AL,Lanett city,25220.0,29.8,39.3,57.5,0.2,0.1,2.4,77.2
293,AL,Langston town,31875.0,24.6,94.4,1.1,0.0,0.0,0.0,85.1
294,AL,Leeds city,52689.0,15.4,78.7,14.3,0.4,0.6,6.6,87.2
295,AL,Leesburg town,41397.0,18.0,96.5,1.1,0.0,0.0,1.3,80.5
296,AL,Leighton town,22500.0,25.6,43.3,53.2,0.3,0.1,0.5,71.9
297,AL,Leroy CDP,47365.0,6.7,78.6,20.1,0.2,0.0,0.2,99.3
298,AL,Lester town,40577.309523809534,16.1,99.1,0.0,0.0,0.0,0.9,89.0
299,AL,Level Plains town,65769.0,11.1,75.3,12.4,0.5,1.5,11.0,91.3
300,AL,Lexington town,35521.0,21.3,98.4,0.0,0.5,0.1,0.8,87.1
301,AL,Libertyville town,44286.0,4.8,88.9,0.9,1.7,0.0,4.3,77.3
302,AL,Lincoln city,55605.0,12.7,73.3,23.4,0.5,0.4,1.9,87.5
303,AL,Linden city,29722.0,25.1,51.1,46.7,0.1,0.2,2.0,87.1
304,AL,Lineville city,31472.0,12.9,58.6,36.9,0.3,0.2,4.6,77.8
305,AL,Lipscomb city,26163.0,30.6,22.0,61.0,1.1,0.0,19.7,71.0
306,AL,Lisman town,28750.0,44.9,6.7,92.2,0.0,0.0,0.2,67.2
307,AL,Littleville town,49107.0,7.7,96.5,0.7,0.7,0.6,1.8,81.8
308,AL,Livingston city,14426.0,55.2,34.6,63.9,0.1,0.3,0.7,86.0
309,AL,Loachapoka town,34688.0,31.8,58.9,37.2,0.0,2.8,1.1,89.5
310,AL,Lockhart town,36250.0,14.9,72.7,25.2,0.2,0.0,1.4,82.2
311,AL,Locust Fork town,57143.0,14.2,97.0,0.6,0.8,0.0,2.4,81.9
312,AL,Lookout Mountain CDP,51058.0,14.9,95.9,2.3,0.4,0.0,1.2,82.3
313,AL,Louisville town,34286.0,11.8,49.3,44.1,0.8,0.0,7.9,65.7
314,AL,Lowndesboro town,39375.0,3.4,76.5,20.9,0.0,0.0,0.9,90.2
315,AL,Loxley town,48000.0,20.0,84.4,9.4,0.7,0.6,5.1,85.3
316,AL,Luverne city,29844.0,20.3,62.6,29.6,0.3,5.5,1.9,77.9
317,AL,Lynn town,33452.0,27.9,98.0,0.0,0.3,0.0,0.9,74.8
318,AL,McDonald Chapel CDP,15588.0,62.6,55.8,39.3,0.0,0.6,2.8,60.3
319,AL,Macedonia CDP,40577.309523809534,4.2,8.9,91.1,0.0,0.0,0.0,81.4
320,AL,McIntosh town,48625.0,13.7,37.0,55.5,4.2,0.4,2.9,95.8
321,AL,McKenzie town,31500.0,22.5,67.7,29.8,0.4,0.0,0.4,75.5
322,AL,McMullen town,40577.309523809534,40.0,10.0,60.0,0.0,0.0,30.0,40.0
323,AL,Madison city,92960.0,6.7,74.0,14.6,0.5,7.0,4.3,95.7
324,AL,Madrid town,38750.0,14.9,88.9,8.6,0.6,0.9,3.1,70.6
325,AL,Magnolia Springs town,47614.0,5.3,96.3,0.1,0.6,0.4,2.8,89.1
326,AL,Malcolm CDP,40577.309523809534,63.7,40.1,57.2,0.5,0.5,0.0,90.1
327,AL,Malvern town,37000.0,19.8,91.2,4.8,0.7,0.1,4.8,74.0
328,AL,Maplesville town,32788.0,29.1,68.9,28.5,0.1,0.0,1.1,77.3
329,AL,Marbury CDP,37672.0,9.9,92.2,3.8,0.1,0.0,3.8,83.8
330,AL,Margaret town,64789.0,10.1,77.3,19.3,0.3,0.8,1.6,92.5
331,AL,Marion city,31029.0,33.0,34.3,64.1,0.2,0.6,1.9,81.4
332,AL,Maytown town,43750.0,9.2,89.4,9.6,0.3,0.0,0.0,88.4
333,AL,Meadowbrook CDP,92193.0,6.5,92.8,3.9,0.1,2.1,1.6,94.0
334,AL,Megargel CDP,40577.309523809534,46.9,91.9,3.2,3.2,0.0,0.0,53.1
335,AL,Memphis town,40577.309523809534,60.5,0.0,100.0,0.0,0.0,0.0,29.4
336,AL,Mentone town,38750.0,10.9,92.2,1.9,1.4,0.0,0.6,87.5
337,AL,Meridianville CDP,68368.0,15.4,76.3,18.5,0.7,1.7,2.7,86.6
338,AL,Midfield city,39678.0,20.1,16.4,81.6,0.1,0.2,1.4,90.2
339,AL,Midland City town,27163.0,31.5,70.4,23.3,0.5,0.4,4.1,79.3
340,AL,Midway town,24514.0,43.1,10.6,89.0,0.0,0.0,0.6,58.3
341,AL,Mignon CDP,32452.0,26.0,64.9,27.1,0.1,0.5,6.9,75.2
342,AL,Millbrook city,58330.0,11.6,74.2,21.6,0.4,0.8,2.8,91.3
343,AL,Millerville CDP,24861.0,8.8,91.7,7.6,0.0,0.7,0.0,70.7
344,AL,Millport town,32443.0,22.4,64.7,33.7,0.1,0.0,1.0,79.6
345,AL,Millry town,37813.0,26.0,60.4,37.9,0.5,0.2,0.4,86.1
346,AL,Minor CDP,45000.0,10.8,77.6,20.9,0.3,0.0,1.5,88.9
347,AL,Mobile city,38776.0,23.3,45.0,50.6,0.3,1.8,2.4,86.9
348,AL,Monroeville city,30678.0,36.7,42.1,55.7,0.3,0.3,0.8,82.3
349,AL,Montevallo city,34760.0,25.5,70.2,24.6,0.3,0.6,5.7,86.6
350,AL,Montgomery city,42927.0,24.1,37.3,56.6,0.2,2.2,3.9,85.5
351,AL,Moody city,61049.0,9.9,88.2,7.8,0.3,1.4,2.1,87.9
352,AL,Moores Mill CDP,63911.0,11.1,70.9,22.6,1.1,1.5,2.4,91.0
353,AL,Mooresville town,99375.0,0.0,94.3,5.7,0.0,0.0,0.0,83.1
354,AL,Morris town,70043.0,5.8,97.7,1.0,0.1,0.3,1.1,84.9
355,AL,Morrison Crossroads CDP,21169.0,9.5,92.7,2.3,0.0,0.5,5.5,93.8
356,AL,Mosses town,15240.0,55.8,1.5,97.9,0.0,0.0,1.8,60.4
357,AL,Moulton city,28843.0,24.3,78.2,13.1,4.1,0.4,1.6,79.2
358,AL,Moundville town,39719.0,18.7,56.2,40.4,0.7,0.7,1.8,77.3
359,AL,Mountain Brook city,126534.0,3.0,97.2,1.0,0.1,0.9,1.0,99.5
360,AL,Mount Olive CDP (Coosa County),40577.309523809534,1.7,74.9,23.2,0.5,0.0,0.5,87.3
361,AL,Mount Olive CDP (Jefferson County),73345.0,11.0,97.7,1.0,0.2,0.3,0.5,92.5
362,AL,Mount Vernon town,40750.0,31.3,23.4,73.6,1.7,0.1,0.7,80.8
363,AL,Movico CDP,40577.309523809534,12.9,2.6,96.7,0.3,0.0,0.0,81.9
364,AL,Mulga town,34886.0,30.5,81.0,16.9,0.1,0.0,0.6,72.0
365,AL,Munford town,34034.0,18.8,82.4,15.6,0.5,0.0,1.0,87.3
366,AL,Muscle Shoals city,48896.0,10.7,80.6,15.3,0.3,0.9,2.7,88.7
367,AL,Myrtlewood town,35000.0,7.0,85.4,13.8,0.0,0.0,3.1,72.5
368,AL,Nanafalia CDP,40577.309523809534,29.7,57.4,40.4,0.0,0.0,0.0,94.0
369,AL,Nances Creek CDP,51196.0,0.0,98.8,0.0,0.5,0.0,0.7,79.1
370,AL,Napier Field town,32000.0,21.7,79.7,16.1,1.7,1.7,2.0,80.2
371,AL,Natural Bridge town,40577.309523809534,2.3,100.0,0.0,0.0,0.0,0.0,65.7
372,AL,Nauvoo town,27000.0,26.2,99.1,0.0,0.0,0.5,2.7,67.2
373,AL,Nectar town,35313.0,18.3,95.7,2.0,0.6,0.6,4.6,78.3
374,AL,Needham town,56458.0,1.9,98.9,0.0,1.1,0.0,0.0,83.7
375,AL,Newbern town,18750.0,35.0,31.7,67.2,0.0,0.0,2.2,74.6
376,AL,New Brockton town,41066.0,20.9,70.1,21.0,5.5,0.5,2.5,79.8
377,AL,New Hope city,44224.0,14.8,93.7,0.2,2.5,0.3,1.4,84.3
378,AL,New Market CDP,59653.0,0.0,88.5,6.7,1.4,0.2,4.4,86.9
379,AL,New Site town,42143.0,9.6,85.8,12.5,0.4,0.0,0.8,82.1
380,AL,Newton town,41198.0,17.7,83.6,13.0,0.7,0.5,1.5,82.3
381,AL,New Union CDP,36429.0,27.9,95.0,0.2,0.3,0.0,4.2,84.0
382,AL,Newville town,31172.0,21.0,53.4,40.1,0.0,0.0,8.3,73.0
383,AL,North Courtland town,24097.0,22.4,2.4,96.7,0.0,0.0,0.0,71.3
384,AL,North Johns town,39750.0,11.7,49.7,46.2,4.1,0.0,0.0,75.6
385,AL,Northport city,53650.0,13.7,68.4,26.9,0.3,1.1,4.1,90.2
386,AL,Notasulga town,37273.0,29.5,65.0,33.3,0.1,0.1,0.8,80.7
387,AL,Oak Grove town,40972.0,13.1,91.3,7.0,0.0,0.8,1.1,73.0
388,AL,Oak Hill town,40577.309523809534,72.7,30.8,69.2,0.0,0.0,0.0,27.3
389,AL,Oakman town,40469.0,21.4,80.9,18.4,0.1,0.0,0.1,72.2
390,AL,Odenville town,51518.0,16.2,94.2,2.3,0.3,0.7,2.1,76.4
391,AL,Ohatchee town,51688.0,14.8,94.1,3.2,0.6,0.0,0.6,82.0
392,AL,Oneonta city,36852.0,12.8,84.1,6.0,0.5,0.5,15.9,73.9
393,AL,Onycha town,22917.0,23.4,95.7,0.0,0.0,0.0,0.0,60.5
394,AL,Opelika city,40489.0,23.0,50.6,43.5,0.3,1.7,4.4,83.7
395,AL,Opp city,34695.0,25.9,80.9,16.7,0.6,0.3,0.9,77.4
396,AL,Orange Beach city,57535.0,10.5,94.3,0.6,0.7,0.8,2.6,92.6
397,AL,Orrville town,16250.0,37.3,37.7,62.3,0.0,0.0,0.0,71.4
398,AL,Our Town CDP,38125.0,0.0,85.5,12.8,1.4,0.0,0.5,78.6
399,AL,Owens Cross Roads town,51750.0,9.5,91.5,3.6,1.0,0.3,2.2,86.7
400,AL,Oxford city,51375.0,11.7,80.5,12.6,0.4,1.1,6.6,83.5
401,AL,Ozark city,37813.0,23.1,64.8,30.2,0.7,0.9,3.2,82.5
402,AL,Paint Rock town,23036.0,35.6,92.4,1.0,1.9,0.0,0.0,77.5
403,AL,Panola CDP,40577.309523809534,40.6,2.1,97.9,0.0,0.0,0.0,38.1
404,AL,Parrish town,29335.0,15.8,70.6,26.0,0.5,0.5,0.5,75.3
405,AL,Pelham city,67907.0,4.6,81.2,7.5,0.3,2.4,14.9,92.2
406,AL,Pell City city,41944.0,20.8,80.8,15.6,0.3,0.8,2.3,86.5
407,AL,Pennington town,40577.309523809534,34.9,50.2,49.8,0.0,0.0,0.0,69.9
408,AL,Penton CDP,30417.0,30.9,69.7,24.9,0.0,0.0,4.5,51.2
409,AL,Perdido Beach town,47222.0,17.7,96.2,0.2,0.2,0.2,2.1,86.3
410,AL,Peterman CDP,28009.0,14.2,86.5,9.0,1.1,0.0,0.0,97.2
411,AL,Petrey town,38750.0,0.0,91.4,8.6,0.0,0.0,0.0,86.5
412,AL,Phenix City city,36698.0,21.0,48.7,46.6,0.3,0.7,4.0,84.8
413,AL,Phil Campbell town,25852.0,34.4,95.2,0.2,0.4,0.0,4.0,78.5
414,AL,Pickensville town,31607.0,22.4,36.2,63.5,0.3,0.0,0.0,70.0
415,AL,Piedmont city,28884.0,25.6,87.0,10.0,0.5,0.1,1.3,76.8
416,AL,Pike Road town,97500.0,2.3,68.5,28.7,0.1,1.4,1.3,95.8
417,AL,Pinckard town,31042.0,13.0,83.8,12.7,0.6,0.5,1.7,88.6
418,AL,Pine Apple town,46250.0,21.0,73.5,24.2,0.8,0.8,0.0,81.5
419,AL,Pine Hill town,30682.0,48.5,45.8,53.2,0.4,0.1,0.7,89.1
420,AL,Pine Level CDP,56125.0,9.6,92.0,4.6,0.2,0.5,1.7,90.5
421,AL,Pine Ridge town,24286.0,44.7,87.2,1.8,0.0,0.0,20.9,54.6
422,AL,Pinson city,59909.0,5.8,79.0,17.0,0.2,0.4,3.7,93.2
423,AL,Pisgah town,26635.0,31.9,96.4,0.1,1.5,0.3,0.4,78.7
424,AL,Pleasant Grove city,63302.0,6.4,53.7,44.8,0.3,0.2,0.6,91.1
425,AL,Pleasant Groves town,46875.0,8.2,95.2,0.0,2.6,0.0,0.5,85.0
426,AL,Point Clear CDP,47200.0,12.1,58.8,39.6,0.0,0.6,0.9,89.1
427,AL,Pollard town,31607.0,24.2,59.1,27.7,0.7,0.0,21.2,82.3
428,AL,Powell town,30903.0,31.5,92.3,2.3,1.2,0.0,4.3,61.2
429,AL,Prattville city,55297.0,11.5,78.5,16.7,0.4,1.4,3.1,89.9
430,AL,Priceville town,84375.0,5.8,93.7,1.9,0.7,1.0,2.2,91.0
431,AL,Prichard city,23785.0,36.3,12.5,85.8,0.4,0.1,0.8,78.5
