,Geographic Area,City,Median Income
6475,IL,Florence village,19844.0
6476,IL,Flossmoor village,94074.0
6477,IL,Foosland village,38750.0
6478,IL,Ford Heights village,21050.0
6479,IL,Forest City village,43750.0
6480,IL,Forest Lake CDP,94375.0
6481,IL,Forest Park village,51927.0
6482,IL,Forest View village,52500.0
6483,IL,Forrest village,52813.0
6484,IL,Forreston village,50114.0
6485,IL,Forsyth village,83534.0
6486,IL,Fox Lake village,56208.0
6487,IL,Fox Lake Hills CDP,65000.0
6488,IL,Fox River Grove village,96102.0
6489,IL,Frankfort village,111152.0
6490,IL,Frankfort Square CDP,89763.0
6491,IL,Franklin village,59583.0
6492,IL,Franklin Grove village,53214.0
6493,IL,Franklin Park village,55926.0
6494,IL,Freeburg village,76786.0
6495,IL,Freeman Spur village,49375.0
6496,IL,Freeport city,36302.0
6497,IL,Fulton city,52933.0
6498,IL,Fults village,111250.0
6499,IL,Gages Lake CDP,86370.0
6500,IL,Galatia village,33661.0
6501,IL,Galena city,48537.0
6502,IL,Galesburg city,32962.0
6503,IL,Galva city,40896.0
6504,IL,Garden Prairie CDP,54052.70614359734
6505,IL,Gardner village,63636.0
6506,IL,Garrett village,40313.0
6507,IL,Gays village,44375.0
6508,IL,Geneseo city,58382.0
6509,IL,Geneva city,97926.0
6510,IL,Genoa city,53608.0
6511,IL,Georgetown CDP,67143.0
6512,IL,Georgetown city,39750.0
6513,IL,Germantown village,55000.0
6514,IL,Germantown Hills village,103472.0
6515,IL,German Valley village,60313.0
6516,IL,Gibson City city,41450.0
6517,IL,Gifford village,59000.0
6518,IL,Gilberts village,110524.0
6519,IL,Gillespie city,40521.0
6520,IL,Gilman city,43413.0
6521,IL,Gilson CDP,54052.70614359734
6522,IL,Girard city,39101.0
6523,IL,Gladstone village,33750.0
6524,IL,Glasford village,50515.0
6525,IL,Glasgow village,51250.0
6526,IL,Glen Carbon village,70225.0
6527,IL,Glencoe village,180208.0
6528,IL,Glendale Heights village,59947.0
6529,IL,Glen Ellyn village,97039.0
6530,IL,Glenview village,93240.0
6531,IL,Glenwood village,54544.0
6532,IL,Godfrey village,65145.0
6533,IL,Godley village,55893.0
6534,IL,Golconda city,24926.0
6535,IL,Golden village,44000.0
6536,IL,Golden Gate village,54052.70614359734
6537,IL,Golf village,161563.0
6538,IL,Goodfield village,99286.0
6539,IL,Good Hope village,51964.0
6540,IL,Goofy Ridge CDP,15000.0
6541,IL,Goreville village,43750.0
6542,IL,Gorham village,33750.0
6543,IL,Grafton city,48750.0
6544,IL,Grand Detour CDP,82875.0
6545,IL,Grand Ridge village,55833.0
6546,IL,Grand Tower city,31250.0
6547,IL,Grandview village,39063.0
6548,IL,Grandwood Park CDP,97125.0
6549,IL,Granite City city,45357.0
6550,IL,Grantfork village,70625.0
6551,IL,Grant Park village,60536.0
6552,IL,Granville village,46172.0
6553,IL,Grayslake village,81367.0
6554,IL,Grayville city,34145.0
6555,IL,Greenfield city,35417.0
6556,IL,Green Oaks village,159402.0
6557,IL,Greenup village,30699.0
6558,IL,Green Valley village,50278.0
6559,IL,Greenview village,50833.0
6560,IL,Greenville city,45320.0
6561,IL,Greenwood village,58125.0
6562,IL,Gridley village,63125.0
6563,IL,Griggsville city,38409.0
6564,IL,Gulf Port village,51250.0
6565,IL,Gurnee village,86849.0
6566,IL,Hainesville village,85909.0
6567,IL,Hamburg village,30417.0
6568,IL,Hamel village,69844.0
6569,IL,Hamilton city,47165.0
6570,IL,Hammond village,49545.0
6571,IL,Hampshire village,93775.0
6572,IL,Hampton village,68850.0
6573,IL,Hanaford village,32750.0
6574,IL,Hanna City village,60169.0
6575,IL,Hanover village,40938.0
6576,IL,Hanover Park village,67650.0
6577,IL,Hardin village,50694.0
6578,IL,Harmon village,36250.0
6579,IL,Harrisburg city,33764.0
6580,IL,Harrison CDP,38750.0
6581,IL,Harristown village,64000.0
6582,IL,Hartford village,41667.0
6583,IL,Hartsburg village,47083.0
6584,IL,Harvard city,45689.0
6585,IL,Harvel village,40556.0
6586,IL,Harvey city,22014.0
6587,IL,Harwood Heights village,48174.0
6588,IL,Havana city,34557.0
6589,IL,Hawthorn Woods village,152781.0
6590,IL,Hazel Crest village,52134.0
6591,IL,Hebron village,49500.0
6592,IL,Hecker village,51250.0
6593,IL,Henderson village,48542.0
6594,IL,Hennepin village,61042.0
6595,IL,Henning village,37083.0
6596,IL,Henry city,48984.0
6597,IL,Heritage Lake CDP,98544.0
6598,IL,Herrick village,30000.0
6599,IL,Herrin city,40046.0
6600,IL,Herscher village,69650.0
6601,IL,Hettick village,58281.0
6602,IL,Heyworth village,72727.0
6603,IL,Hickory Hills city,58709.0
6604,IL,Hidalgo village,56071.0
6605,IL,Highland city,53642.0
6606,IL,Highland Park city,122829.0
6607,IL,Highwood city,50750.0
6608,IL,Hillcrest village,61364.0
6609,IL,Hillsboro city,48860.0
6610,IL,Hillsdale village,46000.0
6611,IL,Hillside village,50787.0
6612,IL,Hillview village,46563.0
6613,IL,Hinckley village,67045.0
6614,IL,Hindsboro village,52000.0
6615,IL,Hinsdale village,162722.0
6616,IL,Hodgkins village,48750.0
6617,IL,Hoffman village,51375.0
6618,IL,Hoffman Estates village,84583.0
6619,IL,Holiday Hills village,60625.0
6620,IL,Holiday Shores CDP,81463.0
6621,IL,Hollowayville village,70500.0
6622,IL,Homer village,50474.0
6623,IL,Homer Glen village,91257.0
6624,IL,Hometown city,45426.0
6625,IL,Homewood village,68384.0
6626,IL,Hoopeston city,41362.0
6627,IL,Hooppole village,34615.0
6628,IL,Hopedale village,50333.0
6629,IL,Hopewell village,76094.0
6630,IL,Hopkins Park village,19417.0
6631,IL,Hoyleton village,60694.0
6632,IL,Hudson village,81458.0
6633,IL,Huey village,40625.0
6634,IL,Hull village,40647.0
6635,IL,Humboldt village,46818.0
6636,IL,Hume village,38393.0
6637,IL,Huntley village,71394.0
6638,IL,Hurst city,30000.0
6639,IL,Hutsonville village,48875.0
6640,IL,Illiopolis village,50000.0
6641,IL,Ina village,34583.0
6642,IL,Indian Creek village,140313.0
6643,IL,Indian Head Park village,81013.0
6644,IL,Indianola village,50938.0
6645,IL,Industry village,58000.0
6646,IL,Ingalls Park CDP,57788.0
6647,IL,Inverness village,161838.0
6648,IL,Iola village,31250.0
6649,IL,Ipava village,47143.0
6650,IL,Iroquois village,44375.0
6651,IL,Irving village,45167.0
6652,IL,Irvington village,57143.0
6653,IL,Irwin village,61250.0
6654,IL,Island Lake village,69833.0
6655,IL,Itasca village,76496.0
6656,IL,Iuka village,40208.0
6657,IL,Ivesdale village,47292.0
6658,IL,Jacksonville city,39458.0
6659,IL,Jeffersonville village,35000.0
6660,IL,Jeisyville village,41250.0
6661,IL,Jerome village,44647.0
6662,IL,Jerseyville city,50232.0
6663,IL,Jewett village,33750.0
6664,IL,Johnsburg village,98879.0
6665,IL,Johnsonville village,31071.0
6666,IL,Johnston City city,31149.0
6667,IL,Joliet city,60976.0
6668,IL,Jonesboro city,43958.0
6669,IL,Joppa village,31406.0
6670,IL,Joy village,51250.0
6671,IL,Junction village,41875.0
6672,IL,Junction City village,38750.0
6673,IL,Justice village,50172.0
6674,IL,Kampsville village,34375.0
6675,IL,Kane village,33750.0
6676,IL,Kaneville village,64792.0
6677,IL,Kangley village,52500.0
6678,IL,Kankakee city,32402.0
6679,IL,Kansas village,32313.0
6680,IL,Kappa village,51964.0
6681,IL,Karnak village,35938.0
6682,IL,Kaskaskia village,54052.70614359734
6683,IL,Keenes village,36250.0
6684,IL,Keensburg village,43906.0
6685,IL,Keithsburg city,35417.0
6686,IL,Kell village,44583.0
6687,IL,Kempton village,55625.0
6688,IL,Kenilworth village,203333.0
6689,IL,Kenney village,51563.0
6690,IL,Kewanee city,38107.0
6691,IL,Keyesport village,31477.0
6692,IL,Kilbourne village,29375.0
6693,IL,Kildeer village,154563.0
6694,IL,Kincaid village,37316.0
6695,IL,Kinderhook village,58281.0
6696,IL,Kingston village,67344.0
6697,IL,Kingston Mines village,43036.0
6698,IL,Kinmundy city,35385.0
6699,IL,Kinsman village,39583.0
6700,IL,Kirkland village,60000.0
6701,IL,Kirkwood village,57857.0
6702,IL,Knollwood CDP,82619.0
6703,IL,Knoxville city,48487.0
6704,IL,Lacon city,48359.0
6705,IL,Ladd village,57303.0
6706,IL,La Fayette village,34167.0
6707,IL,La Grange village,102500.0
6708,IL,La Grange Park village,75116.0
6709,IL,La Harpe city,36154.0
6710,IL,Lake Barrington village,90938.0
6711,IL,Lake Bluff village,145500.0
6712,IL,Lake Camelot CDP,105795.0
6713,IL,Lake Catherine CDP,66563.0
6714,IL,Lake Forest city,155792.0
6715,IL,Lake Holiday CDP,77879.0
6716,IL,Lake in the Hills village,84300.0
6717,IL,Lake Ka-Ho village,35417.0
6718,IL,Lakemoor village,78186.0
6719,IL,Lake of the Woods CDP,37460.0
6720,IL,Lake Petersburg CDP,76513.0
6721,IL,Lake Summerset CDP,62593.0
6722,IL,Lake Villa village,85234.0
6723,IL,Lakewood village,119982.0
6724,IL,Lakewood Shores CDP,55529.0
6725,IL,Lake Zurich village,108669.0
6726,IL,La Moille village,50875.0
6727,IL,Lanark city,50679.0
6728,IL,Langleyville CDP,78088.0
6729,IL,Lansing village,48949.0
6730,IL,LaPlace CDP,54052.70614359734
6731,IL,La Prairie village,45500.0
6732,IL,La Rose village,32031.0
6733,IL,LaSalle city,41706.0
6734,IL,Latham village,47917.0
6735,IL,Lawrenceville city,32488.0
6736,IL,Leaf River village,31458.0
6737,IL,Lebanon city,64712.0
6738,IL,Lee village,48750.0
6739,IL,Leland village,53750.0
6740,IL,Leland Grove city,97656.0
6741,IL,Lemont village,86043.0
6742,IL,Lena village,55982.0
6743,IL,Lenzburg village,36875.0
6744,IL,Leonore village,44583.0
6745,IL,Lerna village,47917.0
6746,IL,Le Roy city,59564.0
6747,IL,Lewistown city,42167.0
6748,IL,Lexington city,68224.0
6749,IL,Liberty village,41964.0
6750,IL,Libertyville village,115709.0
6751,IL,Lily Lake village,102250.0
6752,IL,Lima village,44625.0
6753,IL,Limestone village,75400.0
6754,IL,Lincoln city,42683.0
6755,IL,Lincolnshire village,102260.0
6756,IL,Lincolnwood village,94329.0
6757,IL,Lindenhurst village,85625.0
6758,IL,Lisbon village,56250.0
6759,IL,Lisle village,75373.0
6760,IL,Litchfield city,44547.0
6761,IL,Littleton village,50156.0
6762,IL,Little York village,43750.0
6763,IL,Liverpool village,32188.0
6764,IL,Livingston village,42583.0
6765,IL,Loami village,43125.0
6766,IL,Lockport city,78522.0
6767,IL,Loda village,42813.0
6768,IL,Lomax village,30795.0
6769,IL,Lombard village,69787.0
6770,IL,London Mills village,43438.0
6771,IL,Long Creek village,81029.0
6772,IL,Long Grove village,188182.0
6773,IL,Long Lake CDP,52353.0
6774,IL,Long Point village,51094.0
6775,IL,Longview village,43125.0
6776,IL,Loraine village,38977.0
6777,IL,Lostant village,55313.0
6778,IL,Lost Nation CDP,67500.0
6779,IL,Louisville village,38563.0
6780,IL,Loves Park city,50917.0
6781,IL,Lovington village,48000.0
6782,IL,Ludlow village,39583.0
6783,IL,Lyndon village,52083.0
6784,IL,Lynnville village,38750.0
6785,IL,Lynwood village,49410.0
6786,IL,Lyons village,44534.0
6787,IL,McClure village,32917.0
6788,IL,McCook village,43750.0
6789,IL,McCullom Lake village,48750.0
6790,IL,Macedonia village,38333.0
6791,IL,McHenry city,62625.0
6792,IL,Machesney Park village,54655.0
6793,IL,Mackinaw village,57188.0
6794,IL,McLean village,64531.0
6795,IL,McLeansboro city,35476.0
6796,IL,McNabb village,70833.0
6797,IL,Macomb city,31392.0
6798,IL,Macon city,45486.0
6799,IL,Madison city,22266.0
6800,IL,Maeystown village,50417.0
6801,IL,Magnolia village,45750.0
6802,IL,Mahomet village,90304.0
6803,IL,Makanda village,70833.0
6804,IL,Malden village,34286.0
6805,IL,Malta village,56667.0
6806,IL,Manchester village,51000.0
6807,IL,Manhattan village,81445.0
6808,IL,Manito village,58295.0
6809,IL,Manlius village,29737.0
6810,IL,Mansfield village,45000.0
6811,IL,Manteno village,62656.0
6812,IL,Maple Park village,62261.0
6813,IL,Mapleton village,54583.0
6814,IL,Maquon village,48250.0
6815,IL,Marengo city,57955.0
6816,IL,Marietta village,43792.0
6817,IL,Marine village,54545.0
6818,IL,Marion city,42839.0
6819,IL,Marissa village,40714.0
6820,IL,Mark village,43558.0
6821,IL,Markham city,34433.0
6822,IL,Maroa city,48958.0
6823,IL,Marquette Heights city,66875.0
6824,IL,Marseilles city,37589.0
6825,IL,Marshall city,46161.0
6826,IL,Martinsville city,38565.0
6827,IL,Martinton village,54688.0
6828,IL,Maryville village,80500.0
6829,IL,Mascoutah city,70366.0
6830,IL,Mason town,40313.0
6831,IL,Mason City city,35735.0
6832,IL,Matherville village,44233.0
6833,IL,Matteson village,76638.0
6834,IL,Mattoon city,37607.0
6835,IL,Maunie village,38750.0
6836,IL,Maywood village,42298.0
6837,IL,Mazon village,62143.0
6838,IL,Mechanicsburg village,47969.0
6839,IL,Media village,58333.0
6840,IL,Medora village,43438.0
6841,IL,Melrose Park village,45459.0
6842,IL,Melvin village,43462.0
6843,IL,Mendon village,51136.0
6844,IL,Mendota city,43406.0
6845,IL,Menominee village,66750.0
6846,IL,Meredosia village,35000.0
6847,IL,Merrionette Park village,46016.0
6848,IL,Metamora village,52203.0
6849,IL,Metcalf village,26875.0
6850,IL,Metropolis city,31875.0
6851,IL,Mettawa village,131719.0
6852,IL,Middletown village,43750.0
6853,IL,Midlothian village,62351.0
6854,IL,Milan village,39795.0
6855,IL,Milford village,37604.0
6856,IL,Millbrook village,86250.0
6857,IL,Mill Creek village,90000.0
6858,IL,Milledgeville village,51667.0
6859,IL,Millington village,63958.0
6860,IL,Mill Shoals village,38750.0
6861,IL,Millstadt village,66492.0
6862,IL,Milton village,43125.0
6863,IL,Mineral village,36250.0
6864,IL,Minier village,50000.0
6865,IL,Minonk city,50776.0
6866,IL,Minooka village,80810.0
6867,IL,Mitchell CDP,47793.0
6868,IL,Modesto village,47083.0
6869,IL,Mokena village,100100.0
6870,IL,Moline city,49528.0
6871,IL,Momence city,60441.0
6872,IL,Monee village,71959.0
6873,IL,Monmouth city,36067.0
6874,IL,Monroe Center village,73333.0
6875,IL,Montgomery village,79085.0
6876,IL,Monticello city,71859.0
6877,IL,Montrose village,36477.0
6878,IL,Morris city,56750.0
6879,IL,Morrison city,44577.0
6880,IL,Morrisonville village,53672.0
6881,IL,Morton village,72855.0
6882,IL,Morton Grove village,75166.0
6883,IL,Mound City city,25515.0
6884,IL,Mounds city,20227.0
6885,IL,Mound Station village,67813.0
6886,IL,Mount Auburn village,52941.0
6887,IL,Mount Carmel city,40616.0
6888,IL,Mount Carroll city,39870.0
6889,IL,Mount Clare village,38750.0
6890,IL,Mount Erie village,39375.0
6891,IL,Mount Morris village,41733.0
6892,IL,Mount Olive city,48843.0
6893,IL,Mount Prospect village,69520.0
6894,IL,Mount Pulaski city,56250.0
6895,IL,Mount Sterling city,40517.0
6896,IL,Mount Vernon city,36218.0
6897,IL,Mount Zion village,70000.0
6898,IL,Moweaqua village,50234.0
6899,IL,Muddy village,38125.0
6900,IL,Mulberry Grove village,41250.0
6901,IL,Mulkeytown CDP,54052.70614359734
6902,IL,Muncie village,40833.0
6903,IL,Mundelein village,76750.0
6904,IL,Murphysboro city,36098.0
6905,IL,Murrayville village,36875.0
6906,IL,Naperville city,109468.0
6907,IL,Naplate village,44063.0
6908,IL,Naples town,41250.0
6909,IL,Nashville city,45806.0
6910,IL,Nason city,28472.0
6911,IL,Nauvoo city,46406.0
6912,IL,Nebo village,30192.0
6913,IL,Nelson village,40000.0
6914,IL,Neoga city,31141.0
6915,IL,Neponset village,51319.0
6916,IL,Newark village,76500.0
6917,IL,New Athens village,56389.0
6918,IL,New Baden village,64702.0
6919,IL,New Bedford village,51250.0
6920,IL,New Berlin village,67692.0
6921,IL,New Boston city,40952.0
6922,IL,New Burnside village,40179.0
6923,IL,New Canton town,38750.0
6924,IL,New Douglas village,56563.0
6925,IL,New Grand Chain village,46250.0
6926,IL,New Haven village,35809.0
6927,IL,New Holland village,52000.0
6928,IL,New Lenox village,99393.0
6929,IL,Newman city,42344.0
6930,IL,New Milford village,55000.0
6931,IL,New Minden village,49250.0
6932,IL,New Salem village,28125.0
6933,IL,Newton city,40417.0
6934,IL,Niantic village,54545.0
6935,IL,Niles village,51660.0
6936,IL,Nilwood town,45625.0
6937,IL,Noble village,40341.0
6938,IL,Nokomis city,39506.0
6939,IL,Nora village,51875.0
6940,IL,Normal town,52102.0
6941,IL,Norridge village,58209.0
6942,IL,Norris village,36250.0
6943,IL,Norris City village,37000.0
6944,IL,North Aurora village,78948.0
6945,IL,North Barrington village,151250.0
6946,IL,Northbrook village,118480.0
6947,IL,North Chicago city,41250.0
6948,IL,North City village,55052.0
6949,IL,Northfield village,96989.0
6950,IL,North Henderson village,40938.0
6951,IL,Northlake city,53170.0
6952,IL,North Pekin village,51964.0
6953,IL,North Riverside village,59821.0
6954,IL,North Utica village,55833.0
6955,IL,Norwood village,51250.0
6956,IL,Oak Brook village,132778.0
6957,IL,Oakbrook Terrace city,68167.0
6958,IL,Oakdale village,51667.0
6959,IL,Oakford village,44375.0
6960,IL,Oak Forest city,69866.0
6961,IL,Oak Grove village,26944.0
6962,IL,Oakland city,44519.0
6963,IL,Oak Lawn village,56185.0
6964,IL,Oak Park village,80196.0
6965,IL,Oak Run CDP,64722.0
6966,IL,Oakwood village,50048.0
6967,IL,Oakwood Hills village,81161.0
6968,IL,Oblong village,37131.0
6969,IL,Oconee village,42000.0
6970,IL,Odell village,54489.0
6971,IL,Odin village,41618.0
6972,IL,O'Fallon city,76722.0
6973,IL,Ogden village,67679.0
6974,IL,Oglesby city,52611.0
6975,IL,Ohio village,55625.0
6976,IL,Ohlman village,43750.0
6977,IL,Okawville village,61724.0
6978,IL,Old Mill Creek village,101250.0
6979,IL,Old Ripley village,34375.0
6980,IL,Old Shawneetown village,19375.0
6981,IL,Olive Branch CDP,35577.0
6982,IL,Olivet CDP,53571.0
6983,IL,Olmsted village,32273.0
6984,IL,Olney city,36627.0
6985,IL,Olympia Fields village,91895.0
6986,IL,Omaha village,35000.0
6987,IL,Onarga village,41010.0
6988,IL,Oneida city,60556.0
6989,IL,Opdyke CDP,46354.0
6990,IL,Oquawka village,38932.0
6991,IL,Orangeville village,43333.0
6992,IL,Oreana village,50543.0
6993,IL,Oregon city,42120.0
6994,IL,Orient city,36250.0
6995,IL,Orion village,59539.0
6996,IL,Orland Hills village,72500.0
6997,IL,Orland Park village,81453.0
6998,IL,Oswego village,96825.0
6999,IL,Ottawa city,46477.0
7000,IL,Otterville town,23438.0
7001,IL,Owaneco village,42500.0
7002,IL,Paderborn CDP,54052.70614359734
7003,IL,Palatine village,71573.0
7004,IL,Palestine village,35855.0
7005,IL,Palmer village,46875.0
7006,IL,Palmyra village,35625.0
7007,IL,Palos Heights city,78727.0
7008,IL,Palos Hills city,55666.0
7009,IL,Palos Park village,77546.0
7010,IL,Pana city,32399.0
7011,IL,Panama village,40000.0
7012,IL,Panola village,69167.0
7013,IL,Papineau village,81875.0
7014,IL,Paris city,37280.0
7015,IL,Park City city,42099.0
7016,IL,Parkersburg village,36042.0
7017,IL,Park Forest village,44040.0
7018,IL,Park Ridge city,90484.0
7019,IL,Patoka village,42778.0
7020,IL,Pawnee village,60345.0
7021,IL,Paw Paw village,44659.0
7022,IL,Paxton city,49072.0
7023,IL,Payson village,45170.0
7024,IL,Pearl village,21750.0
7025,IL,Pearl City village,50250.0
7026,IL,Pecatonica village,52500.0
7027,IL,Pekin city,48862.0
7028,IL,Penfield CDP,61042.0
7029,IL,Peoria city,45552.0
7030,IL,Peoria Heights village,47188.0
7031,IL,Peotone village,78506.0
7032,IL,Percy village,35139.0
7033,IL,Perry village,28542.0
7034,IL,Peru city,46126.0
7035,IL,Pesotum village,60250.0
7036,IL,Petersburg city,36071.0
7037,IL,Phillipstown village,54052.70614359734
7038,IL,Philo village,73828.0
7039,IL,Phoenix village,31117.0
7040,IL,Pierron village,32917.0
7041,IL,Pinckneyville city,38631.0
7042,IL,Pingree Grove village,76258.0
7043,IL,Piper City village,43750.0
7044,IL,Pistakee Highlands CDP,61210.0
7045,IL,Pittsburg village,35625.0
7046,IL,Pittsfield city,38958.0
7047,IL,Plainfield village,111521.0
7048,IL,Plainville village,45208.0
7049,IL,Plano city,53338.0
7050,IL,Plattville village,95156.0
7051,IL,Pleasant Hill village,40625.0
7052,IL,Pleasant Plains village,62917.0
7053,IL,Plymouth village,38173.0
7054,IL,Pocahontas village,39053.0
7055,IL,Polo city,42361.0
7056,IL,Pontiac city,47805.0
7057,IL,Pontoon Beach village,45304.0
7058,IL,Pontoosuc village,42969.0
7059,IL,Poplar Grove village,57404.0
7060,IL,Port Barrington village,114750.0
7061,IL,Port Byron village,74792.0
7062,IL,Posen village,47310.0
7063,IL,Potomac village,43625.0
7064,IL,Prairie City village,36563.0
7065,IL,Prairie du Rocher village,43056.0
7066,IL,Prairie Grove village,109875.0
7067,IL,Prestbury CDP,108750.0
7068,IL,Preston Heights CDP,47330.0
7069,IL,Princeton city,44722.0
7070,IL,Princeville village,51618.0
7071,IL,Prophetstown city,43250.0
7072,IL,Prospect Heights city,61442.0
7073,IL,Pulaski village,19750.0
7074,IL,Quincy city,40850.0
7075,IL,Radom village,40625.0
7076,IL,Raleigh village,41500.0
7077,IL,Ramsey village,39438.0
7078,IL,Rankin village,35833.0
7079,IL,Ransom village,53333.0
7080,IL,Rantoul village,38769.0
7081,IL,Rapids City village,83177.0
7082,IL,Raritan village,55000.0
7083,IL,Raymond village,43194.0
7084,IL,Red Bud city,60511.0
7085,IL,Reddick village,62250.0
7086,IL,Redmon village,50313.0
7087,IL,Rentchler CDP,54052.70614359734
7088,IL,Reynolds village,52813.0
7089,IL,Richmond village,47250.0
7090,IL,Richton Park village,53132.0
7091,IL,Richview village,38438.0
7092,IL,Ridge Farm village,44844.0
7093,IL,Ridgway village,36458.0
7094,IL,Ridott village,39792.0
7095,IL,Ringwood village,94167.0
7096,IL,Rio village,57614.0
7097,IL,Ripley village,36250.0
7098,IL,Riverdale village,32301.0
7099,IL,River Forest village,99250.0
7100,IL,River Grove village,46514.0
7101,IL,Riverside village,97727.0
7102,IL,Riverton village,55602.0
7103,IL,Riverwoods village,174145.0
7104,IL,Roanoke village,54122.0
7105,IL,Robbins village,23614.0
7106,IL,Roberts village,33846.0
7107,IL,Robinson city,43563.0
7108,IL,Rochelle city,42819.0
7109,IL,Rochester village,92188.0
7110,IL,Rockbridge village,37059.0
7111,IL,Rock City village,51750.0
7112,IL,Rockdale village,54083.0
7113,IL,Rock Falls city,35361.0
7114,IL,Rockford city,38716.0
7115,IL,Rock Island city,41243.0
7116,IL,Rock Island Arsenal CDP,57321.0
7117,IL,Rockton village,72925.0
7118,IL,Rockwood village,44107.0
7119,IL,Rolling Meadows city,62299.0
7120,IL,Rome CDP,56250.0
7121,IL,Romeoville village,70471.0
7122,IL,Roodhouse city,31840.0
7123,IL,Roscoe village,74093.0
7124,IL,Rose Hill village,28750.0
7125,IL,Roselle village,77650.0
7126,IL,Rosemont village,48110.0
7127,IL,Roseville village,42406.0
7128,IL,Rosewood Heights CDP,52854.0
7129,IL,Rosiclare city,19955.0
7130,IL,Rossville village,49348.0
7131,IL,Round Lake village,72659.0
7132,IL,Round Lake Beach village,61159.0
7133,IL,Round Lake Heights village,60403.0
7134,IL,Round Lake Park village,42355.0
7135,IL,Roxana village,45076.0
7136,IL,Royal village,66667.0
7137,IL,Royal Lakes village,36875.0
7138,IL,Royalton village,34250.0
7139,IL,Ruma village,46750.0
7140,IL,Rushville city,40278.0
7141,IL,Russellville village,40625.0
7142,IL,Rutland village,40313.0
7143,IL,Sadorus village,58750.0
7144,IL,Sailor Springs village,31750.0
7145,IL,St. Anne village,43981.0
7146,IL,St. Augustine village,42500.0
7147,IL,St. Charles city,86150.0
7148,IL,St. David village,41932.0
7149,IL,St. Elmo city,32708.0
7150,IL,Ste. Marie village,47500.0
7151,IL,St. Francisville city,32045.0
7152,IL,St. Jacob village,80750.0
7153,IL,St. Johns village,50156.0
7154,IL,St. Joseph village,68365.0
7155,IL,St. Libory village,63750.0
7156,IL,St. Peter village,37813.0
7157,IL,Salem city,37972.0
7158,IL,Sammons Point village,56667.0
7159,IL,Sandoval village,29097.0
7160,IL,Sandwich city,56261.0
7161,IL,San Jose village,52500.0
7162,IL,Sauget village,47969.0
7163,IL,Sauk Village village,41970.0
7164,IL,Saunemin village,43125.0
7165,IL,Savanna city,33203.0
7166,IL,Savoy village,66583.0
7167,IL,Sawyerville village,40536.0
7168,IL,Saybrook village,54688.0
7169,IL,Scales Mound village,43750.0
7170,IL,Schaumburg village,74086.0
7171,IL,Schiller Park village,49111.0
7172,IL,Schram City village,39063.0
7173,IL,Sciota village,70625.0
7174,IL,Scott AFB CDP,45114.0
7175,IL,Scottville village,60313.0
7176,IL,Seaton village,41250.0
7177,IL,Seatonville village,51094.0
7178,IL,Secor village,48906.0
7179,IL,Seneca village,61458.0
7180,IL,Sesser city,39516.0
7181,IL,Seymour CDP,26776.0
7182,IL,Shabbona village,51944.0
7183,IL,Shannon village,40938.0
7184,IL,Shawneetown city,29318.0
7185,IL,Sheffield village,38125.0
7186,IL,Shelbyville city,38359.0
7187,IL,Sheldon village,36827.0
7188,IL,Sheridan village,56528.0
7189,IL,Sherman village,88313.0
7190,IL,Sherrard village,55833.0
7191,IL,Shiloh village,80383.0
7192,IL,Shipman town,63125.0
7193,IL,Shorewood village,93955.0
7194,IL,Shumway village,40417.0
7195,IL,Sibley village,39750.0
7196,IL,Sidell village,42639.0
7197,IL,Sidney village,54375.0
7198,IL,Sigel town,52500.0
7199,IL,Silvis city,43976.0
7200,IL,Simpson village,31875.0
7201,IL,Sims village,42917.0
7202,IL,Skokie village,66999.0
7203,IL,Sleepy Hollow village,94250.0
7204,IL,Smithboro village,45208.0
7205,IL,Smithfield village,39375.0
7206,IL,Smithton village,84702.0
7207,IL,Somonauk village,56799.0
7208,IL,Sorento village,25375.0
7209,IL,South Barrington village,173650.0
7210,IL,South Beloit city,64525.0
7211,IL,South Chicago Heights village,32286.0
7212,IL,South Elgin village,89694.0
7213,IL,Southern View village,43750.0
7214,IL,South Holland village,66010.0
7215,IL,South Jacksonville village,55602.0
7216,IL,South Pekin village,45875.0
7217,IL,South Roxana village,41000.0
7218,IL,South Wilmington village,62917.0
7219,IL,Sparland village,46607.0
7220,IL,Sparta city,37264.0
7221,IL,Spaulding village,83333.0
7222,IL,Spillertown village,35250.0
7223,IL,Spring Bay village,47500.0
7224,IL,Springerton village,46125.0
7225,IL,Springfield city,49868.0
7226,IL,Spring Grove village,105595.0
7227,IL,Spring Valley city,43583.0
7228,IL,Standard village,39250.0
7229,IL,Standard City village,32375.0
7230,IL,Stanford village,56875.0
7231,IL,Staunton city,41523.0
7232,IL,Steeleville village,53667.0
7233,IL,Steger village,43118.0
7234,IL,Sterling city,39679.0
7235,IL,Steward village,55938.0
7236,IL,Stewardson village,48456.0
7237,IL,Stickney village,51491.0
7238,IL,Stillman Valley village,58056.0
7239,IL,Stockton village,37500.0
7240,IL,Stonefort village,37083.0
7241,IL,Stone Park village,36097.0
7242,IL,Stonington village,58125.0
7243,IL,Stoy village,44116.0
7244,IL,Strasburg village,51563.0
7245,IL,Strawn village,52500.0
7246,IL,Streamwood village,74854.0
7247,IL,Streator city,39935.0
7248,IL,Stronghurst village,44583.0
7249,IL,Sublette village,43750.0
7250,IL,Sugar Grove village,108609.0
7251,IL,Sullivan city,38351.0
7252,IL,Summerfield village,57500.0
