,Geographic Area,City,Median Income
12365,MI,Williamston city,51510.0
12366,MI,Wixom city,46420.0
12367,MI,Wolf Lake CDP,34863.0
12368,MI,Wolverine village,31429.0
12369,MI,Wolverine Lake village,76125.0
12370,MI,Woodhaven city,55266.0
12371,MI,Woodland village,40500.0
12372,MI,Woodland Beach CDP,47500.0
12373,MI,Wyandotte city,51237.0
12374,MI,Wyoming city,46849.0
12375,MI,Yale city,33816.0
12376,MI,Ypsilanti city,31061.0
12377,MI,Zeba CDP,27292.0
12378,MI,Zeeland city,40733.0
12379,MI,Zilwaukee city,48315.0
12380,MN,Ada city,38264.0
12381,MN,Adams city,45417.0
12382,MN,Adrian city,49250.0
12383,MN,Afton city,99663.0
12384,MN,Aitkin city,28281.0
12385,MN,Akeley city,42969.0
12386,MN,Albany city,48843.0
12387,MN,Alberta city,66667.0
12388,MN,Albert Lea city,40127.0
12389,MN,Albertville city,96315.0
12390,MN,Alden city,49911.0
12391,MN,Aldrich city,51678.65834279228
12392,MN,Alexandria city,40633.0
12393,MN,Alpha city,158036.0
12394,MN,Altura city,63125.0
12395,MN,Alvarado city,45625.0
12396,MN,Amboy city,42344.0
12397,MN,Andover city,93932.0
12398,MN,Angle Inlet CDP,51678.65834279228
12399,MN,Annandale city,46962.0
12400,MN,Anoka city,45820.0
12401,MN,Appleton city,32311.0
12402,MN,Apple Valley city,80478.0
12403,MN,Arco city,30000.0
12404,MN,Arden Hills city,80208.0
12405,MN,Argyle city,48750.0
12406,MN,Arlington city,42500.0
12407,MN,Arnold CDP,68458.0
12408,MN,Ashby city,42917.0
12409,MN,Askov city,40625.0
12410,MN,Atwater city,46905.0
12411,MN,Audubon city,55588.0
12412,MN,Aurora city,41530.0
12413,MN,Austin city,42268.0
12414,MN,Avoca city,43750.0
12415,MN,Avon city,65962.0
12416,MN,Babbitt city,40833.0
12417,MN,Backus city,38182.0
12418,MN,Badger city,46786.0
12419,MN,Bagley city,31507.0
12420,MN,Baker CDP,41500.0
12421,MN,Balaton city,45250.0
12422,MN,Ball Club CDP,24625.0
12423,MN,Barnesville city,57163.0
12424,MN,Barnum city,51818.0
12425,MN,Barrett city,39028.0
12426,MN,Barry city,51678.65834279228
12427,MN,Battle Lake city,36786.0
12428,MN,Baudette city,34130.0
12429,MN,Baxter city,57715.0
12430,MN,Bayport city,64013.0
12431,MN,Beardsley city,33125.0
12432,MN,Beaulieu CDP,32500.0
12433,MN,Beaver Bay city,42000.0
12434,MN,Beaver Creek city,61250.0
12435,MN,Becker city,69730.0
12436,MN,Bejou city,35417.0
12437,MN,Belgrade city,36607.0
12438,MN,Bellechester city,58750.0
12439,MN,Belle Plaine city,71964.0
12440,MN,Bellingham city,35000.0
12441,MN,Beltrami city,56250.0
12442,MN,Belview city,40357.0
12443,MN,Bemidji city,35610.0
12444,MN,Bena city,32500.0
12445,MN,Benson city,46816.0
12446,MN,Bertha city,32813.0
12447,MN,Bethel city,53438.0
12448,MN,Bigelow city,54107.0
12449,MN,Big Falls city,28958.0
12450,MN,Bigfork city,27083.0
12451,MN,Big Lake CDP,58250.0
12452,MN,Big Lake city,62324.0
12453,MN,Bingham Lake city,34167.0
12454,MN,Birchwood Village city,95809.0
12455,MN,Bird Island city,41528.0
12456,MN,Biscay city,46250.0
12457,MN,Biwabik city,31121.0
12458,MN,Blackduck city,29063.0
12459,MN,Blaine city,76027.0
12460,MN,Blomkest city,55833.0
12461,MN,Blooming Prairie city,53056.0
12462,MN,Bloomington city,64540.0
12463,MN,Blue Earth city,42883.0
12464,MN,Bluffton city,40625.0
12465,MN,Bock city,31250.0
12466,MN,Borup city,59688.0
12467,MN,Bovey city,33625.0
12468,MN,Bowlus city,38750.0
12469,MN,Boyd city,30000.0
12470,MN,Boy River city,13438.0
12471,MN,Braham city,39868.0
12472,MN,Brainerd city,30975.0
12473,MN,Brandon city,53000.0
12474,MN,Breckenridge city,42935.0
12475,MN,Breezy Point city,60385.0
12476,MN,Brewster city,45481.0
12477,MN,Bricelyn city,34375.0
12478,MN,Brooklyn Center city,44855.0
12479,MN,Brooklyn Park city,62974.0
12480,MN,Brook Park city,51678.65834279228
12481,MN,Brooks city,27250.0
12482,MN,Brookston city,46250.0
12483,MN,Brooten city,37411.0
12484,MN,Browerville city,47500.0
12485,MN,Brownsdale city,51838.0
12486,MN,Browns Valley city,33375.0
12487,MN,Brownsville city,61406.0
12488,MN,Brownton city,48125.0
12489,MN,Bruno city,17292.0
12490,MN,Buckman city,37292.0
12491,MN,Buffalo city,63830.0
12492,MN,Buffalo Lake city,42031.0
12493,MN,Buhl city,41125.0
12494,MN,Burnsville city,63649.0
12495,MN,Burtrum city,42500.0
12496,MN,Butterfield city,42353.0
12497,MN,Byron city,78625.0
12498,MN,Caledonia city,44493.0
12499,MN,Callaway city,47000.0
12500,MN,Calumet city,32589.0
12501,MN,Cambridge city,43630.0
12502,MN,Campbell city,52500.0
12503,MN,Canby city,40066.0
12504,MN,Cannon Falls city,43092.0
12505,MN,Canton city,33365.0
12506,MN,Carlos city,56736.0
12507,MN,Carlton city,43438.0
12508,MN,Carver city,113571.0
12509,MN,Cass Lake city,33977.0
12510,MN,Cedar Mills city,58750.0
12511,MN,Center City city,75625.0
12512,MN,Centerville city,88036.0
12513,MN,Ceylon city,35000.0
12514,MN,Champlin city,83851.0
12515,MN,Chandler city,47727.0
12516,MN,Chanhassen city,110569.0
12517,MN,Chaska city,75828.0
12518,MN,Chatfield city,61786.0
12519,MN,Chickamaw Beach city,50500.0
12520,MN,Chisago City city,71875.0
12521,MN,Chisholm city,39057.0
12522,MN,Chokio city,38500.0
12523,MN,Circle Pines city,70398.0
12524,MN,Clara City city,54408.0
12525,MN,Claremont city,43250.0
12526,MN,Clarissa city,34750.0
12527,MN,Clarkfield city,41063.0
12528,MN,Clarks Grove city,48750.0
12529,MN,Clearbrook city,29762.0
12530,MN,Clear Lake city,77222.0
12531,MN,Clearwater city,68393.0
12532,MN,Clements city,65536.0
12533,MN,Cleveland city,58438.0
12534,MN,Climax city,40417.0
12535,MN,Clinton city,31429.0
12536,MN,Clitherall city,16071.0
12537,MN,Clontarf city,47500.0
12538,MN,Cloquet city,46064.0
12539,MN,Coates city,68750.0
12540,MN,Cobden city,26250.0
12541,MN,Cohasset city,60597.0
12542,MN,Cokato city,51893.0
12543,MN,Cold Spring city,54274.0
12544,MN,Coleraine city,47283.0
12545,MN,Cologne city,79167.0
12546,MN,Columbia Heights city,47717.0
12547,MN,Columbus city,79223.0
12548,MN,Comfrey city,53611.0
12549,MN,Comstock city,55625.0
12550,MN,Conger city,60625.0
12551,MN,Cook city,37917.0
12552,MN,Coon Rapids city,64203.0
12553,MN,Corcoran city,97778.0
12554,MN,Correll city,51678.65834279228
12555,MN,Cosmos city,29423.0
12556,MN,Cottage Grove city,83181.0
12557,MN,Cottonwood city,49934.0
12558,MN,Courtland city,70208.0
12559,MN,Cromwell city,28125.0
12560,MN,Crookston city,50615.0
12561,MN,Crosby city,29906.0
12562,MN,Crosslake city,64012.0
12563,MN,Crystal city,59188.0
12564,MN,Currie city,40536.0
12565,MN,Cuyuna city,31974.0
12566,MN,Cyrus city,41250.0
12567,MN,Dakota city,67500.0
12568,MN,Dalton city,32143.0
12569,MN,Danube city,49904.0
12570,MN,Danvers city,54375.0
12571,MN,Darfur city,40750.0
12572,MN,Darwin city,36375.0
12573,MN,Dassel city,40682.0
12574,MN,Dawson city,38750.0
12575,MN,Dayton city,83681.0
12576,MN,Deephaven city,133947.0
12577,MN,Deer Creek city,30938.0
12578,MN,Deer River city,26875.0
12579,MN,Deerwood city,30250.0
12580,MN,De Graff city,40313.0
12581,MN,Delano city,71635.0
12582,MN,Delavan city,48000.0
12583,MN,Delhi city,25000.0
12584,MN,Dellwood city,163333.0
12585,MN,Denham city,22500.0
12586,MN,Dennison city,58125.0
12587,MN,Dent city,38125.0
12588,MN,Detroit Lakes city,38627.0
12589,MN,Dexter city,44000.0
12590,MN,Dilworth city,49886.0
12591,MN,Dodge Center city,51080.0
12592,MN,Donaldson city,51678.65834279228
12593,MN,Donnelly city,43000.0
12594,MN,Doran city,62500.0
12595,MN,Dover city,72321.0
12596,MN,Dovray city,30000.0
12597,MN,Duluth city,45034.0
12598,MN,Dumont city,68214.0
12599,MN,Dundas city,66300.0
12600,MN,Dundee city,42500.0
12601,MN,Dunnell city,36875.0
12602,MN,Eagan city,82265.0
12603,MN,Eagle Bend city,38500.0
12604,MN,Eagle Lake city,73654.0
12605,MN,East Bethel city,87245.0
12606,MN,East Grand Forks city,55590.0
12607,MN,East Gull Lake city,76786.0
12608,MN,Easton city,59063.0
12609,MN,Ebro CDP,36250.0
12610,MN,Echo city,49583.0
12611,MN,Eden Prairie city,97640.0
12612,MN,Eden Valley city,31433.0
12613,MN,Edgerton city,48125.0
12614,MN,Edina city,88298.0
12615,MN,Effie city,48750.0
12616,MN,Eitzen city,44375.0
12617,MN,Elba city,31667.0
12618,MN,Elbow Lake CDP,51678.65834279228
12619,MN,Elbow Lake city,40221.0
12620,MN,Elgin city,64531.0
12621,MN,Elizabeth city,47188.0
12622,MN,Elko New Market city,105042.0
12623,MN,Elk River city,77938.0
12624,MN,Elkton city,51678.65834279228
12625,MN,Ellendale city,50278.0
12626,MN,Ellsworth city,43558.0
12627,MN,Elmdale city,38750.0
12628,MN,Elmore city,34205.0
12629,MN,Elrosa city,38214.0
12630,MN,Ely city,36059.0
12631,MN,Elysian city,63929.0
12632,MN,Emily city,38173.0
12633,MN,Emmons city,46250.0
12634,MN,Erhard city,39286.0
12635,MN,Erskine city,35268.0
12636,MN,Esko CDP,76250.0
12637,MN,Evan city,20000.0
12638,MN,Evansville city,36771.0
12639,MN,Eveleth city,38382.0
12640,MN,Excelsior city,46995.0
12641,MN,Eyota city,64214.0
12642,MN,Fairfax city,42552.0
12643,MN,Fairhaven CDP,54375.0
12644,MN,Fairmont city,47428.0
12645,MN,Falcon Heights city,71765.0
12646,MN,Faribault city,48220.0
12647,MN,Farmington city,87925.0
12648,MN,Farwell city,43056.0
12649,MN,Federal Dam city,53750.0
12650,MN,Felton city,41136.0
12651,MN,Fergus Falls city,43852.0
12652,MN,Fertile city,36648.0
12653,MN,Fifty Lakes city,45625.0
12654,MN,Finland CDP,43750.0
12655,MN,Finlayson city,40625.0
12656,MN,Fisher city,55714.0
12657,MN,Fish Lake CDP,79500.0
12658,MN,Flensburg city,43125.0
12659,MN,Floodwood city,26417.0
12660,MN,Florence city,73125.0
12661,MN,Foley city,52264.0
12662,MN,Forada city,55625.0
12663,MN,Forest Lake city,69315.0
12664,MN,Foreston city,64896.0
12665,MN,Fort Ripley city,51678.65834279228
12666,MN,Fosston city,31204.0
12667,MN,Fountain city,60000.0
12668,MN,Foxhome city,41250.0
12669,MN,Franklin city,41806.0
12670,MN,Frazee city,41000.0
12671,MN,Freeborn city,44375.0
12672,MN,Freeport city,62321.0
12673,MN,Fridley city,54652.0
12674,MN,Frontenac CDP,51250.0
12675,MN,Frost city,34750.0
12676,MN,Fulda city,42315.0
12677,MN,Funkley city,23750.0
12678,MN,Garden City CDP,50417.0
12679,MN,Garfield city,39250.0
12680,MN,Garrison city,40625.0
12681,MN,Garvin city,33750.0
12682,MN,Gary city,58750.0
12683,MN,Gaylord city,42228.0
12684,MN,Gem Lake city,120625.0
12685,MN,Geneva city,60511.0
12686,MN,Genola city,61250.0
12687,MN,Georgetown city,48333.0
12688,MN,Ghent city,56477.0
12689,MN,Gibbon city,49464.0
12690,MN,Gilbert city,47326.0
12691,MN,Gilman city,68472.0
12692,MN,Glencoe city,48276.0
12693,MN,Glenville city,46917.0
12694,MN,Glenwood city,43125.0
12695,MN,Glyndon city,72000.0
12696,MN,Golden Valley city,81534.0
12697,MN,Gonvick city,31786.0
12698,MN,Goodhue city,72500.0
12699,MN,Goodridge city,46250.0
12700,MN,Good Thunder city,47188.0
12701,MN,Goodview city,60879.0
12702,MN,Graceville city,55250.0
12703,MN,Granada city,38125.0
12704,MN,Grand Marais city,40000.0
12705,MN,Grand Meadow city,50648.0
12706,MN,Grand Rapids city,39777.0
12707,MN,Granite Falls city,44432.0
12708,MN,Grant city,106897.0
12709,MN,Grasston city,47321.0
12710,MN,Greenbush city,51544.0
12711,MN,Greenfield city,107660.0
12712,MN,Green Isle city,54167.0
12713,MN,Greenwald city,50714.0
12714,MN,Greenwood city,125417.0
12715,MN,Grey Eagle city,36429.0
12716,MN,Grove City city,38438.0
12717,MN,Grygla city,47955.0
12718,MN,Gully city,41667.0
12719,MN,Hackensack city,27969.0
12720,MN,Hadley city,39167.0
12721,MN,Hallock city,59821.0
12722,MN,Halma city,41250.0
12723,MN,Halstad city,41458.0
12724,MN,Hamburg city,53750.0
12725,MN,Ham Lake city,91603.0
12726,MN,Hammond city,46719.0
12727,MN,Hampton city,66154.0
12728,MN,Hancock city,50000.0
12729,MN,Hanley Falls city,57083.0
12730,MN,Hanover city,92679.0
12731,MN,Hanska city,49500.0
12732,MN,Harding city,36250.0
12733,MN,Hardwick city,39167.0
12734,MN,Harmony city,30855.0
12735,MN,Harris city,50833.0
12736,MN,Hartland city,48036.0
12737,MN,Hastings city,62976.0
12738,MN,Hatfield city,47917.0
12739,MN,Hawley city,56630.0
12740,MN,Hayfield city,46500.0
12741,MN,Hayward city,52750.0
12742,MN,Hazel Run city,24063.0
12743,MN,Hector city,55776.0
12744,MN,Heidelberg city,72500.0
12745,MN,Henderson city,52188.0
12746,MN,Hendricks city,43625.0
12747,MN,Hendrum city,55250.0
12748,MN,Henning city,30114.0
12749,MN,Henriette city,25625.0
12750,MN,Herman city,40500.0
12751,MN,Hermantown city,65662.0
12752,MN,Heron Lake city,38472.0
12753,MN,Hewitt city,38750.0
12754,MN,Hibbing city,43831.0
12755,MN,Hill City city,26719.0
12756,MN,Hillman city,53750.0
12757,MN,Hills city,49375.0
12758,MN,Hilltop city,22073.0
12759,MN,Hinckley city,30347.0
12760,MN,Hitterdal city,61750.0
12761,MN,Hoffman city,41583.0
12762,MN,Hokah city,44375.0
12763,MN,Holdingford city,53224.0
12764,MN,Holland city,32083.0
12765,MN,Hollandale city,45000.0
12766,MN,Holloway city,45000.0
12767,MN,Holt city,64583.0
12768,MN,Homer CDP,64375.0
12769,MN,Hopkins city,50252.0
12770,MN,Houston city,41136.0
12771,MN,Howard Lake city,48295.0
12772,MN,Hoyt Lakes city,47939.0
12773,MN,Hugo city,82880.0
12774,MN,Humboldt city,23750.0
12775,MN,Hutchinson city,51032.0
12776,MN,Ihlen city,29000.0
12777,MN,Independence city,101169.0
12778,MN,Inger CDP,53125.0
12779,MN,International Falls city,34528.0
12780,MN,Inver Grove Heights city,65108.0
12781,MN,Iona city,38750.0
12782,MN,Iron Junction city,50000.0
12783,MN,Ironton city,29844.0
12784,MN,Isanti city,58431.0
12785,MN,Isle city,27431.0
12786,MN,Ivanhoe city,37188.0
12787,MN,Jackson city,43274.0
12788,MN,Janesville city,59340.0
12789,MN,Jasper city,37171.0
12790,MN,Jeffers city,41875.0
12791,MN,Jenkins city,47500.0
12792,MN,Johnson city,51678.65834279228
12793,MN,Jordan city,68252.0
12794,MN,Kandiyohi city,44722.0
12795,MN,Karlstad city,35313.0
12796,MN,Kasota city,52361.0
12797,MN,Kasson city,68200.0
12798,MN,Keewatin city,40714.0
12799,MN,Kelliher city,39432.0
12800,MN,Kellogg city,52500.0
12801,MN,Kennedy city,47292.0
12802,MN,Kenneth city,51678.65834279228
12803,MN,Kensington city,34375.0
12804,MN,Kent city,55417.0
12805,MN,Kenyon city,52988.0
12806,MN,Kerkhoven city,48472.0
12807,MN,Kerrick city,43750.0
12808,MN,Kettle River city,31750.0
12809,MN,Kiester city,34453.0
12810,MN,Kilkenny city,47500.0
12811,MN,Kimball city,42443.0
12812,MN,Kinbrae city,51678.65834279228
12813,MN,Kingston city,47083.0
12814,MN,Kinney city,42500.0
12815,MN,La Crescent city,52275.0
12816,MN,Lafayette city,49286.0
12817,MN,Lake Benton city,30500.0
12818,MN,Lake Bronson city,24375.0
12819,MN,Lake City city,47869.0
12820,MN,Lake Crystal city,61196.0
12821,MN,Lake Elmo city,99125.0
12822,MN,Lakefield city,44500.0
12823,MN,Lake George CDP,45000.0
12824,MN,Lake Henry city,45000.0
12825,MN,Lakeland city,84464.0
12826,MN,Lakeland Shores city,79643.0
12827,MN,Lake Lillian city,48750.0
12828,MN,Lake Park city,45714.0
12829,MN,Lake St. Croix Beach city,60938.0
12830,MN,Lake Shore city,65147.0
12831,MN,Lakeville city,95130.0
12832,MN,Lake Wilson city,46146.0
12833,MN,Lamberton city,45650.0
12834,MN,Lancaster city,45781.0
12835,MN,Landfall city,31979.0
12836,MN,Lanesboro city,44432.0
12837,MN,Lansing CDP,47614.0
12838,MN,Laporte city,38393.0
12839,MN,La Prairie city,52550.0
12840,MN,La Salle city,43438.0
12841,MN,Lastrup city,58542.0
12842,MN,Lauderdale city,41792.0
12843,MN,Le Center city,48871.0
12844,MN,Lengby city,27292.0
12845,MN,Leonard city,41875.0
12846,MN,Leonidas city,22917.0
12847,MN,Leota CDP,41964.0
12848,MN,Le Roy city,51875.0
12849,MN,Lester Prairie city,51705.0
12850,MN,Le Sueur city,50833.0
12851,MN,Lewiston city,60347.0
12852,MN,Lewisville city,45500.0
12853,MN,Lexington city,54637.0
12854,MN,Lilydale city,75625.0
12855,MN,Lindstrom city,60839.0
12856,MN,Lino Lakes city,102904.0
12857,MN,Lismore city,38750.0
12858,MN,Litchfield city,50639.0
12859,MN,Little Canada city,50156.0
12860,MN,Little Falls city,40920.0
12861,MN,Littlefork city,36522.0
12862,MN,Little Rock CDP,37361.0
12863,MN,Long Beach city,67500.0
12864,MN,Long Lake city,68125.0
12865,MN,Long Prairie city,37825.0
12866,MN,Longville city,22917.0
12867,MN,Lonsdale city,67792.0
12868,MN,Loretto city,81000.0
12869,MN,Louisburg city,51678.65834279228
12870,MN,Lowry city,55500.0
12871,MN,Lucan city,48750.0
12872,MN,Lutsen CDP,51678.65834279228
12873,MN,Luverne city,44583.0
12874,MN,Lyle city,45313.0
12875,MN,Lynd city,70625.0
12876,MN,Mabel city,41250.0
12877,MN,McGrath city,51678.65834279228
12878,MN,McGregor city,24444.0
12879,MN,McIntosh city,29737.0
12880,MN,McKinley city,45000.0
12881,MN,Madelia city,48438.0
12882,MN,Madison city,41429.0
12883,MN,Madison Lake city,65227.0
12884,MN,Magnolia city,41667.0
12885,MN,Mahnomen city,36645.0
12886,MN,Mahnomen CDP,25250.0
12887,MN,Mahtomedi city,94258.0
12888,MN,Mahtowa CDP,62250.0
12889,MN,Manchester city,39583.0
12890,MN,Manhattan Beach city,51678.65834279228
12891,MN,Mankato city,41425.0
12892,MN,Mantorville city,60735.0
12893,MN,Maple Grove city,92680.0
12894,MN,Maple Lake city,60324.0
12895,MN,Maple Plain city,59042.0
12896,MN,Mapleton city,50703.0
12897,MN,Mapleview city,29500.0
12898,MN,Maplewood city,62527.0
12899,MN,Marble city,42578.0
12900,MN,Marietta city,36250.0
12901,MN,Marine on St. Croix city,99375.0
12902,MN,Marshall city,46863.0
12903,MN,Martin Lake CDP,67031.0
12904,MN,Mayer city,90052.0
12905,MN,Maynard city,45000.0
12906,MN,Mazeppa city,62083.0
12907,MN,Meadowlands city,20000.0
12908,MN,Medford city,67112.0
12909,MN,Medicine Lake city,82917.0
12910,MN,Medina city,132045.0
12911,MN,Meire Grove city,40833.0
12912,MN,Melrose city,39359.0
12913,MN,Menahga city,26094.0
12914,MN,Mendota city,66250.0
12915,MN,Mendota Heights city,95353.0
12916,MN,Mentor city,31161.0
12917,MN,Merrifield CDP,53750.0
12918,MN,Middle River city,37500.0
12919,MN,Midway CDP,21250.0
12920,MN,Miesville city,61250.0
12921,MN,Milaca city,36465.0
12922,MN,Milan city,36875.0
12923,MN,Millerville city,43500.0
12924,MN,Millville city,56250.0
12925,MN,Milroy city,41250.0
12926,MN,Miltona city,39000.0
12927,MN,Minneapolis city,51480.0
12928,MN,Minneiska city,63750.0
12929,MN,Minneota city,56458.0
12930,MN,Minnesota City city,58333.0
12931,MN,Minnesota Lake city,55521.0
12932,MN,Minnetonka city,78589.0
12933,MN,Minnetonka Beach city,173000.0
12934,MN,Minnetrista city,129844.0
12935,MN,Mizpah city,21458.0
12936,MN,Montevideo city,43906.0
12937,MN,Montgomery city,54412.0
12938,MN,Monticello city,70254.0
12939,MN,Montrose city,63485.0
12940,MN,Moorhead city,53360.0
12941,MN,Moose Lake city,34375.0
12942,MN,Mora city,39982.0
12943,MN,Morgan city,46905.0
12944,MN,Morris city,41991.0
12945,MN,Morristown city,47188.0
12946,MN,Morton city,39531.0
12947,MN,Motley city,27656.0
12948,MN,Mound city,73750.0
12949,MN,Mounds View city,57799.0
12950,MN,Mountain Iron city,50703.0
12951,MN,Mountain Lake city,44052.0
12952,MN,Murdock city,44145.0
12953,MN,Myrtle city,22500.0
12954,MN,Nashua city,36250.0
12955,MN,Nashwauk city,48068.0
12956,MN,Nassau city,51678.65834279228
12957,MN,Naytahwaush CDP,23750.0
12958,MN,Nelson city,54286.0
12959,MN,Nerstrand city,67500.0
12960,MN,Nett Lake CDP,26667.0
12961,MN,Nevis city,32679.0
12962,MN,New Auburn city,44643.0
12963,MN,New Brighton city,60964.0
12964,MN,Newfolden city,51375.0
12965,MN,New Germany city,52500.0
12966,MN,New Hope city,50165.0
12967,MN,New London city,41354.0
12968,MN,New Munich city,48125.0
12969,MN,Newport city,59423.0
12970,MN,New Prague city,64837.0
12971,MN,New Richland city,40000.0
12972,MN,New Trier city,61250.0
12973,MN,New Ulm city,50254.0
12974,MN,New York Mills city,38854.0
12975,MN,Nicollet city,60592.0
12976,MN,Nielsville city,48750.0
12977,MN,Nimrod city,40625.0
12978,MN,Nisswa city,64435.0
12979,MN,Norcross city,60417.0
12980,MN,North Branch city,67122.0
12981,MN,Northfield city,57866.0
12982,MN,North Mankato city,55440.0
12983,MN,North Oaks city,151397.0
12984,MN,Northome city,27727.0
12985,MN,Northrop city,43333.0
12986,MN,North St. Paul city,55708.0
12987,MN,Norwood Young America city,62850.0
12988,MN,Nowthen city,85455.0
12989,MN,Oakdale city,67036.0
12990,MN,Oak Grove city,87431.0
12991,MN,Oak Park Heights city,49750.0
12992,MN,Odessa city,55625.0
12993,MN,Odin city,46429.0
12994,MN,Ogema city,35000.0
12995,MN,Ogilvie city,26111.0
12996,MN,Okabena city,42083.0
12997,MN,Oklee city,37500.0
12998,MN,Olivia city,49125.0
12999,MN,Onamia city,29583.0
13000,MN,Ormsby city,42917.0
13001,MN,Orono city,116292.0
13002,MN,Oronoco city,116750.0
13003,MN,Orr city,37500.0
13004,MN,Ortonville city,39971.0
13005,MN,Osage CDP,45000.0
13006,MN,Osakis city,39464.0
13007,MN,Oslo city,53750.0
13008,MN,Osseo city,46125.0
13009,MN,Ostrander city,38750.0
13010,MN,Otsego city,79117.0
13011,MN,Ottertail city,49861.0
13012,MN,Owatonna city,55884.0
13013,MN,Palisade city,32750.0
13014,MN,Parkers Prairie city,40000.0
13015,MN,Park Rapids city,33822.0
13016,MN,Paynesville city,42059.0
13017,MN,Pease city,46250.0
13018,MN,Pelican Rapids city,40246.0
13019,MN,Pemberton city,55417.0
13020,MN,Pennock city,41964.0
13021,MN,Pequot Lakes city,42639.0
13022,MN,Perham city,52708.0
13023,MN,Perley city,65000.0
13024,MN,Peterson city,51250.0
13025,MN,Pierz city,37898.0
13026,MN,Pillager city,37917.0
13027,MN,Pine Bend CDP,51678.65834279228
13028,MN,Pine City city,32302.0
13029,MN,Pine Island city,63194.0
13030,MN,Pine Point CDP,23750.0
13031,MN,Pine River city,25329.0
13032,MN,Pine Springs city,115000.0
13033,MN,Pipestone city,40233.0
13034,MN,Plainview city,55226.0
13035,MN,Plato city,64861.0
13036,MN,Plummer city,41875.0
13037,MN,Plymouth city,85418.0
13038,MN,Ponemah CDP,15380.0
13039,MN,Porter city,57500.0
13040,MN,Preston city,43150.0
13041,MN,Princeton city,37304.0
13042,MN,Prinsburg city,61719.0
13043,MN,Prior Lake city,96405.0
13044,MN,Proctor city,54871.0
13045,MN,Quamba city,27321.0
13046,MN,Racine city,60833.0
13047,MN,Ramsey city,86794.0
13048,MN,Randall city,39485.0
13049,MN,Randolph city,67321.0
13050,MN,Ranier city,49583.0
13051,MN,Raymond city,41071.0
13052,MN,Redby CDP,36053.0
13053,MN,Red Lake CDP,32650.0
13054,MN,Red Lake Falls city,47000.0
13055,MN,Red Wing city,45890.0
13056,MN,Redwood Falls city,43063.0
13057,MN,Regal city,59375.0
13058,MN,Remer city,24091.0
13059,MN,Renville city,51719.0
13060,MN,Revere city,28125.0
13061,MN,Rice city,70000.0
13062,MN,Rice Lake CDP,20938.0
13063,MN,Richfield city,52954.0
13064,MN,Richmond city,50606.0
13065,MN,Richville city,38750.0
13066,MN,Riverland CDP,27917.0
13067,MN,Riverton city,39063.0
13068,MN,Robbinsdale city,57357.0
13069,MN,Rochester city,64554.0
13070,MN,Rock Creek city,57727.0
13071,MN,Rockford city,72419.0
13072,MN,Rockville city,70594.0
13073,MN,Rogers city,103980.0
13074,MN,Rollingstone city,62917.0
13075,MN,Ronneby CDP,58125.0
13076,MN,Roosevelt city,37500.0
13077,MN,Roscoe city,70469.0
13078,MN,Roseau city,50409.0
13079,MN,Rose Creek city,46500.0
13080,MN,Rosemount city,90448.0
13081,MN,Roseville city,63678.0
13082,MN,Rothsay city,44545.0
13083,MN,Round Lake city,31667.0
13084,MN,Royalton city,47841.0
13085,MN,Roy Lake CDP,51678.65834279228
13086,MN,Rush City city,42629.0
13087,MN,Rushford city,40568.0
13088,MN,Rushford Village city,73750.0
13089,MN,Rushmore city,40536.0
13090,MN,Russell city,54792.0
13091,MN,Ruthton city,39375.0
13092,MN,Rutledge city,38125.0
13093,MN,Sabin city,73125.0
13094,MN,Sacred Heart city,35694.0
13095,MN,St. Anthony city (Hennepin and Ramsey Counties),60742.0
13096,MN,St. Anthony city (Stearns County),65000.0
13097,MN,St. Augusta city,75536.0
13098,MN,St. Bonifacius city,82891.0
13099,MN,St. Charles city,54651.0
13100,MN,St. Clair city,70500.0
13101,MN,St. Cloud city,45437.0
13102,MN,St. Francis city,71833.0
13103,MN,St. Hilaire city,45833.0
13104,MN,St. James city,43995.0
13105,MN,St. Joseph city,51265.0
13106,MN,St. Leo city,38750.0
13107,MN,St. Louis Park city,66432.0
13108,MN,St. Martin city,63021.0
13109,MN,St. Marys Point city,75208.0
13110,MN,St. Michael city,92546.0
13111,MN,St. Paul city,48757.0
13112,MN,St. Paul Park city,59470.0
13113,MN,St. Peter city,55280.0
13114,MN,St. Rosa city,88125.0
13115,MN,St. Stephen city,75583.0
13116,MN,St. Vincent city,39375.0
13117,MN,Sanborn city,39688.0
13118,MN,Sandstone city,40673.0
13119,MN,Sargeant city,56875.0
13120,MN,Sartell city,73872.0
13121,MN,Sauk Centre city,50476.0
13122,MN,Sauk Rapids city,48410.0
13123,MN,Savage city,94620.0
13124,MN,Scandia city,84130.0
13125,MN,Scanlon city,53523.0
13126,MN,Seaforth city,47083.0
13127,MN,Searles CDP,66250.0
13128,MN,Sebeka city,35893.0
13129,MN,Sedan city,32250.0
13130,MN,Shafer city,53125.0
13131,MN,Shakopee city,78731.0
13132,MN,Shelly city,27639.0
13133,MN,Sherburn city,46086.0
13134,MN,Shevlin city,47917.0
13135,MN,Shoreview city,79252.0
13136,MN,Shorewood city,110469.0
13137,MN,Silver Bay city,41439.0
13138,MN,Silver Creek CDP,55227.0
13139,MN,Silver Lake city,50592.0
13140,MN,Skyline city,77917.0
13141,MN,Slayton city,43472.0
13142,MN,Sleepy Eye city,45500.0
13143,MN,Sobieski city,59688.0
